course_id,course_name,skill,difficulty
598,SQL for Data Science,Numpy,Beginner
599,Advanced Python,SQL,Beginner
600,Numpy Fundamentals,Data Analysis,Advanced
601,TensorFlow Crash Course,Data Visualization,Intermediate
602,Neural Networks,PyTorch,Advanced
603,Pandas for Data Analysis,PyTorch,Advanced
604,Deep Learning Fundamentals,Linear Algebra,Advanced
605,Python Basics,Statistics,Intermediate
606,Deep Learning Fundamentals,Data Analysis,Beginner
607,TensorFlow Crash Course,Deep Learning,Advanced
608,Neural Networks,Numpy,Beginner
609,PyTorch for Deep Learning,Deep Learning,Beginner
610,Numpy Fundamentals,TensorFlow,Advanced
611,Neural Networks,Numpy,Beginner
612,Statistics for Data Science,SQL,Advanced
613,Neural Networks,Machine Learning,Advanced
614,Pandas for Data Analysis,Deep Learning,Intermediate
615,Statistics for Data Science,Linear Algebra,Advanced
616,Neural Networks,TensorFlow,Intermediate
617,Data Visualization with Python,TensorFlow,Beginner
618,Neural Networks,Linear Algebra,Intermediate
619,Data Visualization with Python,SQL,Beginner
620,Data Visualization with Python,Python,Beginner
621,Deep Learning Fundamentals,Machine Learning,Intermediate
622,Neural Networks,TensorFlow,Intermediate
623,Statistics for Data Science,Data Analysis,Intermediate
624,Pandas for Data Analysis,SQL,Beginner
625,Pandas for Data Analysis,TensorFlow,Advanced
626,Numpy Fundamentals,Python,Advanced
627,Deep Learning Fundamentals,Statistics,Advanced
628,Statistics for Data Science,Deep Learning,Advanced
629,Neural Networks,Pandas,Beginner
630,Neural Networks,Data Analysis,Beginner
631,Deep Learning Fundamentals,Pandas,Beginner
632,PyTorch for Deep Learning,TensorFlow,Intermediate
633,PyTorch for Deep Learning,SQL,Advanced
634,TensorFlow Crash Course,Machine Learning,Advanced
635,Numpy Fundamentals,Deep Learning,Advanced
636,Advanced Python,PyTorch,Beginner
637,Pandas for Data Analysis,SQL,Intermediate
638,SQL for Data Science,Data Visualization,Advanced
639,Neural Networks,Deep Learning,Advanced
640,Deep Learning Fundamentals,TensorFlow,Intermediate
641,Deep Learning Fundamentals,Numpy,Intermediate
642,Statistics for Data Science,Data Analysis,Advanced
643,Machine Learning Intro,Linear Algebra,Beginner
644,Statistics for Data Science,TensorFlow,Beginner
645,Python Basics,Data Visualization,Advanced
646,Pandas for Data Analysis,TensorFlow,Intermediate
647,Neural Networks,Python,Beginner
648,Numpy Fundamentals,TensorFlow,Beginner
649,TensorFlow Crash Course,Data Visualization,Advanced
650,Numpy Fundamentals,Data Analysis,Beginner
651,Advanced Python,Data Visualization,Beginner
652,Machine Learning Intro,Machine Learning,Advanced
653,Pandas for Data Analysis,Machine Learning,Intermediate
654,Machine Learning Intro,Python,Advanced
655,SQL for Data Science,TensorFlow,Beginner
656,Statistics for Data Science,TensorFlow,Intermediate
657,SQL for Data Science,Numpy,Intermediate
658,TensorFlow Crash Course,Python,Intermediate
659,Pandas for Data Analysis,Linear Algebra,Beginner
660,Neural Networks,Python,Beginner
661,Statistics for Data Science,Pandas,Beginner
662,Advanced Python,Python,Advanced
663,Advanced Python,Numpy,Intermediate
664,TensorFlow Crash Course,Numpy,Intermediate
665,Deep Learning Fundamentals,Python,Advanced
666,Pandas for Data Analysis,SQL,Advanced
667,PyTorch for Deep Learning,Machine Learning,Beginner
668,SQL for Data Science,PyTorch,Beginner
669,PyTorch for Deep Learning,Numpy,Intermediate
670,Machine Learning Intro,SQL,Intermediate
671,SQL for Data Science,Machine Learning,Beginner
672,Neural Networks,Python,Advanced
673,Numpy Fundamentals,Python,Beginner
674,Deep Learning Fundamentals,PyTorch,Intermediate
675,Neural Networks,Pandas,Advanced
676,Statistics for Data Science,Machine Learning,Advanced
677,Deep Learning Fundamentals,Data Analysis,Beginner
678,Numpy Fundamentals,Numpy,Intermediate
679,Neural Networks,Python,Advanced
680,Numpy Fundamentals,Deep Learning,Intermediate
681,Data Visualization with Python,Machine Learning,Intermediate
682,Deep Learning Fundamentals,Python,Advanced
683,Numpy Fundamentals,Linear Algebra,Beginner
684,Pandas for Data Analysis,Python,Beginner
685,Data Visualization with Python,TensorFlow,Beginner
686,Data Visualization with Python,Deep Learning,Intermediate
687,Numpy Fundamentals,TensorFlow,Beginner
688,Deep Learning Fundamentals,Deep Learning,Intermediate
689,Advanced Python,Data Visualization,Advanced
690,Neural Networks,Python,Beginner
691,Python Basics,Data Visualization,Advanced
692,PyTorch for Deep Learning,Numpy,Intermediate
693,Pandas for Data Analysis,PyTorch,Beginner
694,Pandas for Data Analysis,SQL,Advanced
695,Data Visualization with Python,Numpy,Beginner
696,PyTorch for Deep Learning,Data Analysis,Beginner
697,TensorFlow Crash Course,Machine Learning,Beginner
698,Numpy Fundamentals,Python,Beginner
699,Deep Learning Fundamentals,Deep Learning,Intermediate
700,Machine Learning Intro,Machine Learning,Intermediate
701,Statistics for Data Science,Pandas,Advanced
702,PyTorch for Deep Learning,Numpy,Beginner
703,Statistics for Data Science,Data Analysis,Advanced
704,Neural Networks,Data Analysis,Advanced
705,Deep Learning Fundamentals,Numpy,Intermediate
706,TensorFlow Crash Course,Pandas,Intermediate
707,TensorFlow Crash Course,TensorFlow,Beginner
708,PyTorch for Deep Learning,Numpy,Intermediate
709,Deep Learning Fundamentals,Linear Algebra,Advanced
710,Advanced Python,TensorFlow,Advanced
711,TensorFlow Crash Course,Statistics,Beginner
712,Neural Networks,TensorFlow,Intermediate
713,Machine Learning Intro,PyTorch,Advanced
714,Deep Learning Fundamentals,Pandas,Beginner
715,Pandas for Data Analysis,Python,Beginner
716,Pandas for Data Analysis,TensorFlow,Intermediate
717,Numpy Fundamentals,Statistics,Beginner
718,Deep Learning Fundamentals,TensorFlow,Intermediate
719,Advanced Python,SQL,Beginner
720,TensorFlow Crash Course,Machine Learning,Intermediate
721,TensorFlow Crash Course,Data Analysis,Advanced
722,PyTorch for Deep Learning,Numpy,Beginner
723,Python Basics,Machine Learning,Beginner
724,Python Basics,Numpy,Advanced
725,Pandas for Data Analysis,SQL,Advanced
726,Pandas for Data Analysis,PyTorch,Beginner
727,Machine Learning Intro,Data Visualization,Beginner
728,Neural Networks,Python,Beginner
729,Deep Learning Fundamentals,PyTorch,Intermediate
730,Numpy Fundamentals,SQL,Beginner
731,Neural Networks,Data Visualization,Advanced
732,Neural Networks,Data Analysis,Beginner
733,Neural Networks,Python,Advanced
734,Data Visualization with Python,SQL,Intermediate
735,Advanced Python,Numpy,Beginner
736,Deep Learning Fundamentals,Numpy,Intermediate
737,Deep Learning Fundamentals,Statistics,Intermediate
738,Statistics for Data Science,Numpy,Intermediate
739,Statistics for Data Science,Linear Algebra,Intermediate
740,Numpy Fundamentals,Python,Advanced
741,TensorFlow Crash Course,Python,Advanced
742,Neural Networks,Data Visualization,Intermediate
743,Numpy Fundamentals,Pandas,Intermediate
744,Deep Learning Fundamentals,TensorFlow,Intermediate
745,Pandas for Data Analysis,TensorFlow,Advanced
746,Python Basics,Data Visualization,Intermediate
747,Data Visualization with Python,SQL,Intermediate
748,Deep Learning Fundamentals,Numpy,Advanced
749,Machine Learning Intro,Python,Beginner
750,Data Visualization with Python,Data Visualization,Intermediate
751,Numpy Fundamentals,Data Visualization,Advanced
752,Python Basics,Statistics,Intermediate
753,Neural Networks,Python,Advanced
754,Numpy Fundamentals,Machine Learning,Advanced
755,Python Basics,Statistics,Beginner
756,Advanced Python,PyTorch,Advanced
757,TensorFlow Crash Course,Python,Beginner
758,Pandas for Data Analysis,Data Visualization,Advanced
759,Data Visualization with Python,Numpy,Intermediate
760,Neural Networks,Statistics,Advanced
761,TensorFlow Crash Course,Deep Learning,Advanced
762,TensorFlow Crash Course,SQL,Intermediate
763,Python Basics,TensorFlow,Advanced
764,SQL for Data Science,Pandas,Advanced
765,Pandas for Data Analysis,SQL,Beginner
766,Machine Learning Intro,TensorFlow,Advanced
767,PyTorch for Deep Learning,Linear Algebra,Beginner
768,Numpy Fundamentals,Data Analysis,Intermediate
769,Statistics for Data Science,Numpy,Advanced
770,Data Visualization with Python,Python,Beginner
771,Python Basics,Machine Learning,Beginner
772,Deep Learning Fundamentals,Numpy,Intermediate
773,TensorFlow Crash Course,Data Analysis,Beginner
774,Neural Networks,SQL,Beginner
775,Python Basics,SQL,Beginner
776,Neural Networks,Pandas,Intermediate
777,Data Visualization with Python,Linear Algebra,Advanced
778,Python Basics,Machine Learning,Beginner
779,TensorFlow Crash Course,Pandas,Beginner
780,Deep Learning Fundamentals,Linear Algebra,Intermediate
781,Neural Networks,TensorFlow,Intermediate
782,Numpy Fundamentals,Pandas,Beginner
783,TensorFlow Crash Course,Statistics,Beginner
784,Numpy Fundamentals,Python,Beginner
785,Python Basics,Python,Beginner
786,Data Visualization with Python,Numpy,Advanced
787,Data Visualization with Python,TensorFlow,Intermediate
788,Statistics for Data Science,Python,Intermediate
789,Statistics for Data Science,PyTorch,Advanced
790,Machine Learning Intro,Python,Intermediate
791,Numpy Fundamentals,Pandas,Beginner
792,Numpy Fundamentals,PyTorch,Beginner
793,Numpy Fundamentals,Deep Learning,Beginner
794,Python Basics,Numpy,Advanced
795,PyTorch for Deep Learning,Deep Learning,Advanced
796,Numpy Fundamentals,Numpy,Beginner
797,Pandas for Data Analysis,Machine Learning,Intermediate
798,Data Visualization with Python,Deep Learning,Beginner
799,Data Visualization with Python,PyTorch,Beginner
800,TensorFlow Crash Course,TensorFlow,Intermediate
801,Neural Networks,Numpy,Beginner
802,Advanced Python,Statistics,Beginner
803,Numpy Fundamentals,Deep Learning,Advanced
804,Data Visualization with Python,Python,Beginner
805,TensorFlow Crash Course,PyTorch,Advanced
806,TensorFlow Crash Course,Statistics,Intermediate
807,PyTorch for Deep Learning,Python,Intermediate
808,Advanced Python,TensorFlow,Intermediate
809,PyTorch for Deep Learning,TensorFlow,Beginner
810,Deep Learning Fundamentals,Linear Algebra,Beginner
811,Machine Learning Intro,Linear Algebra,Beginner
812,Advanced Python,Machine Learning,Advanced
813,Advanced Python,TensorFlow,Beginner
814,PyTorch for Deep Learning,Pandas,Beginner
815,Numpy Fundamentals,Linear Algebra,Advanced
816,Data Visualization with Python,Linear Algebra,Beginner
817,Statistics for Data Science,Numpy,Advanced
818,Numpy Fundamentals,Numpy,Advanced
819,Data Visualization with Python,Data Analysis,Beginner
820,Statistics for Data Science,Statistics,Intermediate
821,Numpy Fundamentals,Data Analysis,Beginner
822,Advanced Python,PyTorch,Advanced
823,Pandas for Data Analysis,PyTorch,Advanced
824,Numpy Fundamentals,Linear Algebra,Intermediate
825,TensorFlow Crash Course,PyTorch,Advanced
826,Deep Learning Fundamentals,Data Analysis,Beginner
827,Advanced Python,Machine Learning,Intermediate
828,Advanced Python,Data Analysis,Beginner
829,Pandas for Data Analysis,Deep Learning,Intermediate
830,Python Basics,Linear Algebra,Advanced
831,Statistics for Data Science,PyTorch,Advanced
832,SQL for Data Science,Data Analysis,Advanced
833,TensorFlow Crash Course,Data Visualization,Intermediate
834,SQL for Data Science,Data Analysis,Beginner
835,Pandas for Data Analysis,Statistics,Beginner
836,Python Basics,TensorFlow,Advanced
837,Python Basics,Python,Intermediate
838,Advanced Python,Numpy,Intermediate
839,PyTorch for Deep Learning,PyTorch,Intermediate
840,Neural Networks,TensorFlow,Intermediate
841,Data Visualization with Python,Numpy,Beginner
842,Pandas for Data Analysis,SQL,Advanced
843,TensorFlow Crash Course,PyTorch,Intermediate
844,Machine Learning Intro,Deep Learning,Beginner
845,TensorFlow Crash Course,PyTorch,Advanced
846,Deep Learning Fundamentals,Statistics,Beginner
847,Statistics for Data Science,Numpy,Advanced
848,Machine Learning Intro,TensorFlow,Beginner
849,Statistics for Data Science,Python,Advanced
850,Python Basics,Data Visualization,Intermediate
851,Machine Learning Intro,TensorFlow,Advanced
852,Pandas for Data Analysis,Python,Intermediate
853,Statistics for Data Science,Data Visualization,Intermediate
854,Neural Networks,Statistics,Beginner
855,Python Basics,Data Visualization,Advanced
856,Statistics for Data Science,Python,Intermediate
857,TensorFlow Crash Course,Deep Learning,Advanced
858,Neural Networks,Numpy,Advanced
859,PyTorch for Deep Learning,Data Visualization,Advanced
860,Deep Learning Fundamentals,Linear Algebra,Advanced
861,Advanced Python,Statistics,Intermediate
862,Neural Networks,Data Analysis,Intermediate
863,Deep Learning Fundamentals,Numpy,Intermediate
864,Python Basics,Numpy,Intermediate
865,Statistics for Data Science,Data Analysis,Intermediate
866,Deep Learning Fundamentals,Data Analysis,Intermediate
867,Numpy Fundamentals,Deep Learning,Advanced
868,Advanced Python,Data Visualization,Intermediate
869,Neural Networks,Numpy,Beginner
870,TensorFlow Crash Course,Linear Algebra,Advanced
871,SQL for Data Science,SQL,Intermediate
872,Advanced Python,Statistics,Intermediate
873,TensorFlow Crash Course,Numpy,Intermediate
874,Deep Learning Fundamentals,Machine Learning,Beginner
875,Deep Learning Fundamentals,Numpy,Beginner
876,SQL for Data Science,Data Visualization,Advanced
877,PyTorch for Deep Learning,Data Visualization,Beginner
878,SQL for Data Science,Machine Learning,Intermediate
879,Python Basics,Linear Algebra,Advanced
880,SQL for Data Science,TensorFlow,Advanced
881,Pandas for Data Analysis,Python,Intermediate
882,Advanced Python,Deep Learning,Advanced
883,Data Visualization with Python,PyTorch,Intermediate
884,SQL for Data Science,Deep Learning,Beginner
885,Data Visualization with Python,Linear Algebra,Advanced
886,Statistics for Data Science,Deep Learning,Beginner
887,Statistics for Data Science,Pandas,Intermediate
888,Advanced Python,PyTorch,Beginner
889,Data Visualization with Python,SQL,Advanced
890,Data Visualization with Python,Statistics,Beginner
891,Statistics for Data Science,Data Analysis,Intermediate
892,TensorFlow Crash Course,Machine Learning,Beginner
893,Neural Networks,Machine Learning,Advanced
894,Numpy Fundamentals,Data Visualization,Intermediate
895,Neural Networks,Data Analysis,Intermediate
896,Numpy Fundamentals,SQL,Beginner
897,Machine Learning Intro,PyTorch,Advanced
898,Python Basics,TensorFlow,Advanced
899,Deep Learning Fundamentals,Deep Learning,Advanced
900,Python Basics,Python,Advanced
901,Advanced Python,Machine Learning,Intermediate
902,Data Visualization with Python,PyTorch,Advanced
903,Advanced Python,PyTorch,Beginner
904,Neural Networks,TensorFlow,Intermediate
905,TensorFlow Crash Course,Python,Beginner
906,Statistics for Data Science,Linear Algebra,Beginner
907,Advanced Python,Statistics,Intermediate
908,Python Basics,Data Visualization,Advanced
909,Advanced Python,Statistics,Beginner
910,Data Visualization with Python,Python,Beginner
911,Numpy Fundamentals,Linear Algebra,Advanced
912,Neural Networks,Statistics,Beginner
913,Data Visualization with Python,Data Visualization,Beginner
914,Numpy Fundamentals,Data Analysis,Beginner
915,Pandas for Data Analysis,Machine Learning,Intermediate
916,Pandas for Data Analysis,Data Visualization,Advanced
917,Data Visualization with Python,Deep Learning,Intermediate
918,Statistics for Data Science,SQL,Advanced
919,Pandas for Data Analysis,Deep Learning,Advanced
920,PyTorch for Deep Learning,Data Visualization,Beginner
921,Numpy Fundamentals,Statistics,Advanced
922,Deep Learning Fundamentals,Data Visualization,Advanced
923,PyTorch for Deep Learning,Data Analysis,Beginner
924,Advanced Python,TensorFlow,Advanced
925,PyTorch for Deep Learning,PyTorch,Intermediate
926,TensorFlow Crash Course,Statistics,Intermediate
927,Python Basics,Data Analysis,Advanced
928,Data Visualization with Python,Statistics,Beginner
929,Statistics for Data Science,Numpy,Intermediate
930,Python Basics,Deep Learning,Beginner
931,Statistics for Data Science,Statistics,Advanced
932,PyTorch for Deep Learning,Pandas,Intermediate
933,Deep Learning Fundamentals,Pandas,Advanced
934,Data Visualization with Python,Deep Learning,Intermediate
935,Data Visualization with Python,Data Visualization,Advanced
936,Pandas for Data Analysis,Machine Learning,Advanced
937,Advanced Python,Data Visualization,Advanced
938,Python Basics,SQL,Advanced
939,Neural Networks,Data Visualization,Beginner
940,Python Basics,Machine Learning,Intermediate
941,Python Basics,Statistics,Intermediate
942,PyTorch for Deep Learning,Data Analysis,Intermediate
943,Data Visualization with Python,Python,Intermediate
944,TensorFlow Crash Course,SQL,Beginner
945,Machine Learning Intro,Machine Learning,Advanced
946,Numpy Fundamentals,Python,Advanced
947,Advanced Python,SQL,Intermediate
948,Python Basics,SQL,Beginner
949,TensorFlow Crash Course,Machine Learning,Beginner
950,Data Visualization with Python,Pandas,Intermediate
951,Pandas for Data Analysis,Pandas,Advanced
952,Data Visualization with Python,Machine Learning,Advanced
953,Data Visualization with Python,Statistics,Beginner
954,Data Visualization with Python,Python,Beginner
955,Python Basics,Statistics,Advanced
956,PyTorch for Deep Learning,SQL,Beginner
957,Neural Networks,Linear Algebra,Advanced
958,Data Visualization with Python,PyTorch,Advanced
959,Neural Networks,Linear Algebra,Advanced
960,Machine Learning Intro,PyTorch,Intermediate
961,PyTorch for Deep Learning,TensorFlow,Advanced
962,SQL for Data Science,Deep Learning,Intermediate
963,PyTorch for Deep Learning,Data Analysis,Intermediate
964,SQL for Data Science,Numpy,Beginner
965,Python Basics,Linear Algebra,Advanced
966,Python Basics,SQL,Beginner
967,Numpy Fundamentals,PyTorch,Intermediate
968,Machine Learning Intro,Deep Learning,Advanced
969,Statistics for Data Science,SQL,Beginner
970,SQL for Data Science,TensorFlow,Advanced
971,SQL for Data Science,Statistics,Advanced
972,Numpy Fundamentals,Deep Learning,Intermediate
973,SQL for Data Science,PyTorch,Intermediate
974,Advanced Python,Python,Beginner
975,SQL for Data Science,Linear Algebra,Beginner
976,Pandas for Data Analysis,Data Visualization,Beginner
977,Numpy Fundamentals,Pandas,Beginner
978,Data Visualization with Python,Data Visualization,Beginner
979,Numpy Fundamentals,Machine Learning,Intermediate
980,Statistics for Data Science,Statistics,Advanced
981,TensorFlow Crash Course,Python,Beginner
982,Pandas for Data Analysis,Data Visualization,Advanced
983,Neural Networks,Machine Learning,Intermediate
984,Deep Learning Fundamentals,SQL,Beginner
985,SQL for Data Science,Deep Learning,Intermediate
986,Deep Learning Fundamentals,Numpy,Advanced
987,Neural Networks,Deep Learning,Beginner
988,PyTorch for Deep Learning,TensorFlow,Intermediate
989,Deep Learning Fundamentals,Statistics,Intermediate
990,Neural Networks,Data Analysis,Beginner
991,Python Basics,SQL,Beginner
992,Python Basics,TensorFlow,Beginner
993,SQL for Data Science,TensorFlow,Advanced
994,Python Basics,Python,Beginner
995,Python Basics,PyTorch,Advanced
996,Deep Learning Fundamentals,Machine Learning,Advanced
997,Machine Learning Intro,TensorFlow,Intermediate
998,TensorFlow Crash Course,Deep Learning,Advanced
999,PyTorch for Deep Learning,Statistics,Advanced
1000,Deep Learning Fundamentals,Statistics,Advanced
1001,Python Basics,Linear Algebra,Advanced
1002,TensorFlow Crash Course,Python,Intermediate
1003,Neural Networks,Machine Learning,Intermediate
1004,Statistics for Data Science,Statistics,Intermediate
1005,Pandas for Data Analysis,Data Visualization,Advanced
1006,PyTorch for Deep Learning,Statistics,Beginner
1007,Numpy Fundamentals,Data Visualization,Advanced
1008,Advanced Python,Python,Intermediate
1009,TensorFlow Crash Course,SQL,Advanced
1010,Numpy Fundamentals,Python,Beginner
1011,Python Basics,Python,Beginner
1012,Advanced Python,Machine Learning,Intermediate
1013,Deep Learning Fundamentals,SQL,Intermediate
1014,Numpy Fundamentals,Data Visualization,Intermediate
1015,Data Visualization with Python,Numpy,Advanced
1016,Python Basics,Data Visualization,Beginner
1017,SQL for Data Science,Deep Learning,Beginner
1018,Data Visualization with Python,Pandas,Advanced
1019,SQL for Data Science,SQL,Beginner
1020,SQL for Data Science,Python,Advanced
1021,PyTorch for Deep Learning,Machine Learning,Beginner
1022,Statistics for Data Science,PyTorch,Beginner
1023,TensorFlow Crash Course,Data Analysis,Advanced
1024,Python Basics,Machine Learning,Beginner
1025,Statistics for Data Science,Numpy,Beginner
1026,Advanced Python,Deep Learning,Advanced
1027,SQL for Data Science,Deep Learning,Beginner
1028,Deep Learning Fundamentals,Pandas,Beginner
1029,Deep Learning Fundamentals,SQL,Intermediate
1030,SQL for Data Science,Linear Algebra,Beginner
1031,Deep Learning Fundamentals,SQL,Advanced
1032,Pandas for Data Analysis,Linear Algebra,Beginner
1033,Neural Networks,Statistics,Beginner
1034,Numpy Fundamentals,Statistics,Intermediate
1035,Data Visualization with Python,Numpy,Beginner
1036,Machine Learning Intro,Machine Learning,Beginner
1037,SQL for Data Science,Numpy,Beginner
1038,Numpy Fundamentals,Linear Algebra,Intermediate
1039,SQL for Data Science,Statistics,Intermediate
1040,Numpy Fundamentals,Numpy,Intermediate
1041,Machine Learning Intro,Statistics,Advanced
1042,TensorFlow Crash Course,SQL,Advanced
1043,PyTorch for Deep Learning,PyTorch,Advanced
1044,Machine Learning Intro,Pandas,Advanced
1045,TensorFlow Crash Course,Deep Learning,Intermediate
1046,PyTorch for Deep Learning,Data Visualization,Intermediate
1047,Advanced Python,Python,Intermediate
1048,Machine Learning Intro,Deep Learning,Intermediate
1049,Advanced Python,Data Analysis,Advanced
1050,Neural Networks,Python,Advanced
1051,Deep Learning Fundamentals,TensorFlow,Advanced
1052,Advanced Python,Statistics,Beginner
1053,Numpy Fundamentals,TensorFlow,Beginner
1054,Python Basics,Python,Intermediate
1055,Statistics for Data Science,TensorFlow,Beginner
1056,SQL for Data Science,Pandas,Advanced
1057,Neural Networks,Python,Beginner
1058,Statistics for Data Science,Machine Learning,Intermediate
1059,Python Basics,PyTorch,Intermediate
1060,PyTorch for Deep Learning,Deep Learning,Advanced
1061,Pandas for Data Analysis,Statistics,Intermediate
1062,Numpy Fundamentals,Linear Algebra,Intermediate
1063,Pandas for Data Analysis,Machine Learning,Beginner
1064,Python Basics,Statistics,Beginner
1065,Machine Learning Intro,Pandas,Beginner
1066,Numpy Fundamentals,Numpy,Beginner
1067,SQL for Data Science,PyTorch,Beginner
1068,Data Visualization with Python,PyTorch,Advanced
1069,SQL for Data Science,Statistics,Intermediate
1070,PyTorch for Deep Learning,Pandas,Intermediate
1071,SQL for Data Science,Data Visualization,Intermediate
1072,Machine Learning Intro,Numpy,Beginner
1073,Deep Learning Fundamentals,Pandas,Beginner
1074,Deep Learning Fundamentals,Numpy,Advanced
1075,Numpy Fundamentals,Python,Beginner
1076,Neural Networks,Data Analysis,Beginner
1077,Deep Learning Fundamentals,Linear Algebra,Advanced
1078,Data Visualization with Python,Data Visualization,Beginner
1079,Deep Learning Fundamentals,Data Analysis,Intermediate
1080,Pandas for Data Analysis,Pandas,Advanced
1081,TensorFlow Crash Course,Python,Beginner
1082,SQL for Data Science,Data Analysis,Beginner
1083,Advanced Python,SQL,Intermediate
1084,Machine Learning Intro,TensorFlow,Beginner
1085,Numpy Fundamentals,Data Visualization,Advanced
1086,Statistics for Data Science,Data Analysis,Beginner
1087,Advanced Python,TensorFlow,Intermediate
1088,PyTorch for Deep Learning,Machine Learning,Beginner
1089,Machine Learning Intro,Numpy,Beginner
1090,Advanced Python,Numpy,Beginner
1091,Statistics for Data Science,Statistics,Beginner
1092,Pandas for Data Analysis,TensorFlow,Intermediate
1093,Data Visualization with Python,Python,Beginner
1094,TensorFlow Crash Course,Data Analysis,Beginner
1095,TensorFlow Crash Course,SQL,Beginner
1096,SQL for Data Science,Python,Beginner
1097,SQL for Data Science,Data Visualization,Advanced
1098,PyTorch for Deep Learning,PyTorch,Intermediate
1099,Statistics for Data Science,Python,Intermediate
1100,TensorFlow Crash Course,Python,Advanced
1101,SQL for Data Science,Deep Learning,Intermediate
1102,Deep Learning Fundamentals,Data Analysis,Beginner
1103,Pandas for Data Analysis,Linear Algebra,Intermediate
1104,Python Basics,Pandas,Advanced
1105,Statistics for Data Science,Linear Algebra,Advanced
1106,Data Visualization with Python,Deep Learning,Advanced
1107,Numpy Fundamentals,Data Visualization,Intermediate
1108,Deep Learning Fundamentals,PyTorch,Beginner
1109,Python Basics,Deep Learning,Intermediate
1110,TensorFlow Crash Course,Machine Learning,Beginner
1111,Python Basics,Deep Learning,Intermediate
1112,Advanced Python,TensorFlow,Beginner
1113,Machine Learning Intro,Pandas,Intermediate
1114,Numpy Fundamentals,Numpy,Intermediate
1115,Numpy Fundamentals,PyTorch,Beginner
1116,Numpy Fundamentals,Data Visualization,Beginner
1117,Machine Learning Intro,PyTorch,Advanced
1118,Machine Learning Intro,Pandas,Intermediate
1119,Data Visualization with Python,Data Visualization,Beginner
1120,Statistics for Data Science,Data Analysis,Intermediate
1121,Python Basics,Data Visualization,Intermediate
1122,Statistics for Data Science,Pandas,Advanced
1123,Advanced Python,Data Visualization,Beginner
1124,Deep Learning Fundamentals,Data Visualization,Intermediate
1125,Machine Learning Intro,Machine Learning,Intermediate
1126,Python Basics,Data Visualization,Intermediate
1127,PyTorch for Deep Learning,Linear Algebra,Intermediate
1128,Numpy Fundamentals,Linear Algebra,Beginner
1129,SQL for Data Science,PyTorch,Beginner
1130,Data Visualization with Python,SQL,Beginner
1131,PyTorch for Deep Learning,Data Visualization,Beginner
1132,Neural Networks,TensorFlow,Beginner
1133,Python Basics,Python,Advanced
1134,Statistics for Data Science,PyTorch,Intermediate
1135,Statistics for Data Science,Pandas,Beginner
1136,SQL for Data Science,PyTorch,Advanced
1137,Machine Learning Intro,Machine Learning,Advanced
1138,Deep Learning Fundamentals,Machine Learning,Advanced
1139,PyTorch for Deep Learning,SQL,Intermediate
1140,Statistics for Data Science,SQL,Beginner
1141,Deep Learning Fundamentals,Linear Algebra,Beginner
1142,Machine Learning Intro,Deep Learning,Advanced
1143,SQL for Data Science,Statistics,Beginner
1144,Python Basics,SQL,Intermediate
1145,Data Visualization with Python,Numpy,Intermediate
1146,Pandas for Data Analysis,Data Visualization,Advanced
1147,SQL for Data Science,TensorFlow,Intermediate
1148,Deep Learning Fundamentals,Statistics,Advanced
1149,Statistics for Data Science,SQL,Beginner
1150,Data Visualization with Python,SQL,Advanced
1151,Advanced Python,Numpy,Intermediate
1152,Deep Learning Fundamentals,Data Analysis,Beginner
1153,Neural Networks,Pandas,Intermediate
1154,Neural Networks,Data Visualization,Beginner
1155,Deep Learning Fundamentals,Python,Advanced
1156,Data Visualization with Python,Data Visualization,Advanced
1157,Statistics for Data Science,Numpy,Advanced
1158,SQL for Data Science,Pandas,Advanced
1159,PyTorch for Deep Learning,SQL,Intermediate
1160,Pandas for Data Analysis,Statistics,Beginner
1161,Deep Learning Fundamentals,TensorFlow,Beginner
1162,Neural Networks,Python,Beginner
1163,SQL for Data Science,Numpy,Intermediate
1164,TensorFlow Crash Course,Deep Learning,Intermediate
1165,Python Basics,Numpy,Intermediate
1166,Numpy Fundamentals,Numpy,Beginner
1167,TensorFlow Crash Course,Deep Learning,Intermediate
1168,Data Visualization with Python,Deep Learning,Advanced
1169,Data Visualization with Python,Linear Algebra,Beginner
1170,Machine Learning Intro,PyTorch,Intermediate
1171,TensorFlow Crash Course,Python,Intermediate
1172,Statistics for Data Science,PyTorch,Intermediate
1173,TensorFlow Crash Course,PyTorch,Beginner
1174,PyTorch for Deep Learning,Deep Learning,Advanced
1175,Deep Learning Fundamentals,Deep Learning,Beginner
1176,TensorFlow Crash Course,TensorFlow,Intermediate
1177,Deep Learning Fundamentals,TensorFlow,Advanced
1178,Machine Learning Intro,Python,Intermediate
1179,Data Visualization with Python,Pandas,Advanced
1180,Pandas for Data Analysis,Data Visualization,Intermediate
1181,Pandas for Data Analysis,Numpy,Intermediate
1182,Deep Learning Fundamentals,TensorFlow,Advanced
1183,Pandas for Data Analysis,Statistics,Beginner
1184,Pandas for Data Analysis,Python,Beginner
1185,Python Basics,Numpy,Beginner
1186,Data Visualization with Python,Statistics,Advanced
1187,Statistics for Data Science,TensorFlow,Beginner
1188,Neural Networks,Data Analysis,Beginner
1189,Advanced Python,Pandas,Advanced
1190,Numpy Fundamentals,PyTorch,Beginner
1191,Numpy Fundamentals,Numpy,Beginner
1192,Statistics for Data Science,Data Visualization,Advanced
