course_id,course_name,skill,difficulty,rating,duration_hours,num_students
7696,Numpy Fundamentals,Numpy,Advanced,4.07,21,347206
7697,PyTorch for Deep Learning,PyTorch,Advanced,3.61,25,375628
7698,Data Analysis Course,Data Analysis,Beginner,4.03,3,246571
7699,Machine Learning Intro,Machine Learning,Intermediate,3.81,26,184216
7700,Data Analysis Course,Data Analysis,Beginner,3.51,23,170096
7701,Machine Learning Intro,Machine Learning,Beginner,4.07,35,224692
7702,Numpy Fundamentals,Numpy,Intermediate,4.7,29,359506
7703,TensorFlow Crash Course,TensorFlow,Beginner,4.98,34,215279
7704,Linear Algebra Course,Linear Algebra,Intermediate,4.15,23,155503
7705,Computer Vision Basics,Computer Vision,Advanced,3.79,14,276000
7706,Python Basics,Python,Advanced,4.61,23,414877
7707,Numpy Fundamentals,Numpy,Intermediate,4.68,35,139558
7708,Computer Vision Basics,Computer Vision,Beginner,4.82,38,5787
7709,Computer Vision Basics,Computer Vision,Intermediate,4.64,23,139797
7710,Natural Language Processing,NLP,Beginner,3.51,40,395548
7711,Linear Algebra Course,Linear Algebra,Beginner,3.6,20,161138
7712,Python Basics,Python,Intermediate,4.95,28,425439
7713,TensorFlow Crash Course,TensorFlow,Advanced,4.45,4,148170
7714,Probability Course,Probability,Beginner,4.36,25,495087
7715,Python Basics,Python,Intermediate,3.71,6,420116
7716,Natural Language Processing,NLP,Beginner,4.84,22,115080
7717,PyTorch for Deep Learning,PyTorch,Beginner,3.73,30,127291
7718,SQL for Data Science,SQL,Advanced,3.93,24,64290
7719,Probability Course,Probability,Beginner,4.89,11,355218
7720,TensorFlow Crash Course,TensorFlow,Intermediate,4.33,34,439718
7721,Natural Language Processing,NLP,Intermediate,4.69,16,46485
7722,Data Analysis Course,Data Analysis,Intermediate,4.91,29,232454
7723,Pandas for Data Analysis,Pandas,Beginner,4.91,40,468934
7724,Pandas for Data Analysis,Pandas,Beginner,4.91,7,322506
7725,Computer Vision Basics,Computer Vision,Beginner,4.07,37,32498
7726,Computer Vision Basics,Computer Vision,Advanced,4.44,17,215653
7727,TensorFlow Crash Course,TensorFlow,Advanced,4.89,16,415900
7728,Python for Data Science,Python,Advanced,3.52,24,339775
7729,Numpy Fundamentals,Numpy,Intermediate,4.1,26,366243
7730,Linear Algebra Course,Linear Algebra,Intermediate,4.51,16,239785
7731,Python Basics,Python,Intermediate,3.88,29,364532
7732,Numpy Fundamentals,Numpy,Advanced,4.05,5,473866
7733,Data Analysis Course,Data Analysis,Intermediate,4.57,25,452509
7734,Probability Course,Probability,Beginner,4.33,25,49038
7735,Statistics for Data Science,Statistics,Advanced,3.94,24,113214
7736,TensorFlow Crash Course,TensorFlow,Intermediate,4.33,36,258750
7737,SQL for Data Science,SQL,Beginner,4.83,23,431431
7738,Linear Algebra Course,Linear Algebra,Advanced,4.79,13,370246
7739,Data Visualization with Python,Data Visualization,Beginner,3.76,14,296148
7740,Computer Vision Basics,Computer Vision,Advanced,4.4,20,304276
7741,Numpy Fundamentals,Numpy,Advanced,3.8,17,47979
7742,SQL for Data Science,SQL,Advanced,4.67,36,135226
7743,Probability Course,Probability,Intermediate,4.58,5,53865
7744,TensorFlow Crash Course,TensorFlow,Beginner,4.75,5,406876
7745,TensorFlow Crash Course,TensorFlow,Advanced,4.78,19,295485
7746,PyTorch for Deep Learning,PyTorch,Beginner,4.26,34,26066
7747,TensorFlow Crash Course,TensorFlow,Beginner,4.7,37,129636
7748,PyTorch for Deep Learning,PyTorch,Intermediate,4.0,17,474331
7749,Natural Language Processing,NLP,Advanced,3.67,35,148339
7750,Natural Language Processing,NLP,Intermediate,4.65,5,167057
7751,TensorFlow Crash Course,TensorFlow,Intermediate,4.52,31,102611
7752,SQL for Data Science,SQL,Advanced,4.39,5,448154
7753,TensorFlow Crash Course,TensorFlow,Advanced,4.99,17,262056
7754,Natural Language Processing,NLP,Advanced,3.67,20,478921
7755,Linear Algebra Course,Linear Algebra,Intermediate,4.08,3,127418
7756,Python for Data Science,Python,Advanced,4.76,25,212775
7757,Linear Algebra Course,Linear Algebra,Advanced,4.03,30,184413
7758,Python for Data Science,Python,Beginner,3.91,22,62106
7759,Statistics for Data Science,Statistics,Advanced,4.56,31,391109
7760,SQL for Data Science,SQL,Advanced,3.78,14,271510
7761,Numpy Fundamentals,Numpy,Intermediate,3.66,9,204343
7762,Numpy Fundamentals,Numpy,Intermediate,4.68,15,411503
7763,Linear Algebra Course,Linear Algebra,Advanced,4.53,14,368875
7764,TensorFlow Crash Course,TensorFlow,Intermediate,3.85,34,3436
7765,Natural Language Processing,NLP,Beginner,4.08,38,57207
7766,Statistics for Data Science,Statistics,Intermediate,3.59,9,364301
7767,Natural Language Processing,NLP,Intermediate,4.71,7,41827
7768,Computer Vision Basics,Computer Vision,Advanced,3.62,34,159899
7769,Numpy Fundamentals,Numpy,Beginner,4.25,39,234617
7770,Pandas for Data Analysis,Pandas,Beginner,4.21,21,337524
7771,SQL for Data Science,SQL,Advanced,4.65,19,397423
7772,Probability Course,Probability,Beginner,3.51,34,342958
7773,Statistics for Data Science,Statistics,Intermediate,4.77,16,290391
7774,Natural Language Processing,NLP,Beginner,3.75,15,160353
7775,Computer Vision Basics,Computer Vision,Advanced,4.6,6,103417
7776,PyTorch for Deep Learning,PyTorch,Intermediate,3.92,10,171251
7777,Computer Vision Basics,Computer Vision,Advanced,3.91,26,260696
7778,Advanced Python,Python,Advanced,4.6,23,336631
7779,Python Basics,Python,Beginner,3.76,10,443708
7780,Numpy Fundamentals,Numpy,Intermediate,4.26,25,481826
7781,Advanced Python,Python,Intermediate,4.89,40,195339
7782,PyTorch for Deep Learning,PyTorch,Beginner,4.39,18,345521
7783,Data Analysis Course,Data Analysis,Advanced,4.55,21,471948
7784,Pandas for Data Analysis,Pandas,Intermediate,4.11,12,189221
7785,Machine Learning Intro,Machine Learning,Advanced,4.16,40,187763
7786,Numpy Fundamentals,Numpy,Beginner,4.3,39,299263
7787,Linear Algebra Course,Linear Algebra,Intermediate,4.12,35,358630
7788,Data Visualization with Python,Data Visualization,Advanced,4.74,18,434275
7789,Python Basics,Python,Advanced,4.58,36,399703
7790,Computer Vision Basics,Computer Vision,Intermediate,3.91,15,309446
7791,Natural Language Processing,NLP,Intermediate,3.88,7,254476
7792,Data Analysis Course,Data Analysis,Beginner,3.62,14,233682
7793,Machine Learning Intro,Machine Learning,Advanced,4.04,13,379582
7794,Data Analysis Course,Data Analysis,Beginner,3.81,26,462728
7795,Python Basics,Python,Beginner,4.0,32,236746
7796,Computer Vision Basics,Computer Vision,Intermediate,4.78,27,366724
7797,Linear Algebra Course,Linear Algebra,Beginner,4.79,22,437725
7798,ML Algorithms,Machine Learning,Advanced,3.81,36,230289
7799,Computer Vision Basics,Computer Vision,Beginner,4.12,9,458750
7800,Python Basics,Python,Advanced,4.73,2,160870
7801,TensorFlow Crash Course,TensorFlow,Beginner,4.9,6,332530
7802,Linear Algebra Course,Linear Algebra,Advanced,4.68,14,410886
7803,Deep Learning Fundamentals,Deep Learning,Beginner,4.89,13,182374
7804,Data Analysis Course,Data Analysis,Intermediate,4.23,35,438775
7805,Probability Course,Probability,Intermediate,3.9,26,98378
7806,SQL for Data Science,SQL,Intermediate,4.9,40,336941
7807,Data Visualization with Python,Data Visualization,Beginner,3.63,38,167407
7808,Machine Learning Intro,Machine Learning,Intermediate,4.69,14,79858
7809,PyTorch for Deep Learning,PyTorch,Beginner,3.8,24,203010
7810,Advanced Python,Python,Advanced,4.91,10,110059
7811,TensorFlow Crash Course,TensorFlow,Beginner,4.88,37,232729
7812,Natural Language Processing,NLP,Intermediate,4.09,31,361731
7813,Deep Learning Fundamentals,Deep Learning,Beginner,4.86,33,470538
7814,Deep Learning Fundamentals,Deep Learning,Intermediate,3.85,20,71015
7815,Data Analysis Course,Data Analysis,Intermediate,4.2,14,452006
7816,Natural Language Processing,NLP,Beginner,3.77,20,243573
7817,Deep Learning Fundamentals,Deep Learning,Beginner,4.14,17,94924
7818,Deep Learning Fundamentals,Deep Learning,Intermediate,4.01,11,483754
7819,Advanced Python,Python,Beginner,4.67,24,453384
7820,Advanced Python,Python,Beginner,3.51,10,107663
7821,PyTorch for Deep Learning,PyTorch,Intermediate,4.24,39,449952
7822,TensorFlow Crash Course,TensorFlow,Advanced,4.24,6,246357
7823,Computer Vision Basics,Computer Vision,Beginner,3.79,28,490279
7824,PyTorch for Deep Learning,PyTorch,Advanced,4.43,38,303785
7825,Computer Vision Basics,Computer Vision,Intermediate,4.63,21,51393
7826,Data Visualization with Python,Data Visualization,Beginner,3.81,14,285333
7827,Probability Course,Probability,Advanced,4.85,16,306948
7828,Data Visualization with Python,Data Visualization,Advanced,3.86,37,498154
7829,Data Analysis Course,Data Analysis,Advanced,4.41,9,402025
7830,Data Analysis Course,Data Analysis,Beginner,4.17,4,332896
7831,Deep Learning Fundamentals,Deep Learning,Beginner,3.91,9,302579
7832,Data Visualization with Python,Data Visualization,Beginner,3.92,12,431958
7833,TensorFlow Crash Course,TensorFlow,Advanced,4.71,14,355070
7834,Data Visualization with Python,Data Visualization,Intermediate,3.66,29,55089
7835,Natural Language Processing,NLP,Beginner,4.58,8,305594
7836,Linear Algebra Course,Linear Algebra,Beginner,4.11,9,51796
7837,Data Visualization with Python,Data Visualization,Advanced,4.55,39,156245
7838,Natural Language Processing,NLP,Intermediate,3.68,33,101099
7839,Deep Learning Fundamentals,Deep Learning,Advanced,4.15,35,79575
7840,Data Visualization with Python,Data Visualization,Beginner,3.67,36,174175
7841,Probability Course,Probability,Advanced,4.9,17,262226
7842,Computer Vision Basics,Computer Vision,Beginner,4.04,34,42949
7843,Statistics for Data Science,Statistics,Beginner,4.49,12,148285
7844,Probability Course,Probability,Intermediate,4.52,13,130619
7845,Computer Vision Basics,Computer Vision,Intermediate,4.47,31,442705
7846,Probability Course,Probability,Advanced,3.88,20,432055
7847,Data Analysis Course,Data Analysis,Advanced,4.9,26,381671
7848,Linear Algebra Course,Linear Algebra,Intermediate,4.67,20,262856
7849,Natural Language Processing,NLP,Advanced,4.18,9,277637
7850,TensorFlow Crash Course,TensorFlow,Advanced,4.56,38,86439
7851,Data Analysis Course,Data Analysis,Intermediate,3.71,12,380140
7852,Statistics for Data Science,Statistics,Intermediate,3.69,35,344715
7853,Pandas for Data Analysis,Pandas,Beginner,3.79,10,48241
7854,SQL for Data Science,SQL,Beginner,3.56,25,422533
7855,Neural Networks,Deep Learning,Intermediate,4.15,15,352105
7856,Data Analysis Course,Data Analysis,Beginner,4.31,38,431641
7857,Data Visualization with Python,Data Visualization,Beginner,4.91,31,11445
7858,Statistics for Data Science,Statistics,Intermediate,3.66,37,415363
7859,Data Visualization with Python,Data Visualization,Intermediate,4.98,36,207750
7860,TensorFlow Crash Course,TensorFlow,Advanced,4.56,8,36084
7861,Pandas for Data Analysis,Pandas,Intermediate,3.94,33,342489
7862,Statistics for Data Science,Statistics,Beginner,4.66,30,286036
7863,Linear Algebra Course,Linear Algebra,Beginner,4.49,32,191430
7864,Computer Vision Basics,Computer Vision,Beginner,3.92,17,201681
7865,Linear Algebra Course,Linear Algebra,Advanced,4.64,8,342941
7866,Data Visualization with Python,Data Visualization,Intermediate,3.9,2,376518
7867,TensorFlow Crash Course,TensorFlow,Intermediate,4.85,22,414776
7868,Probability Course,Probability,Intermediate,3.59,34,211000
7869,PyTorch for Deep Learning,PyTorch,Intermediate,3.8,15,158208
7870,PyTorch for Deep Learning,PyTorch,Advanced,4.02,22,336364
7871,Statistics for Data Science,Statistics,Intermediate,4.06,27,485889
7872,Statistics for Data Science,Statistics,Intermediate,3.56,34,252486
7873,Data Visualization with Python,Data Visualization,Advanced,4.93,30,280876
7874,Neural Networks,Deep Learning,Beginner,3.75,36,102165
7875,Data Visualization with Python,Data Visualization,Advanced,4.47,3,414302
7876,Data Analysis Course,Data Analysis,Intermediate,3.53,23,282698
7877,Neural Networks,Deep Learning,Intermediate,4.81,33,449866
7878,Python Basics,Python,Advanced,4.93,33,347789
7879,SQL for Data Science,SQL,Intermediate,3.83,22,397486
7880,Natural Language Processing,NLP,Advanced,3.89,12,404001
7881,Computer Vision Basics,Computer Vision,Beginner,3.88,24,354867
7882,Python Basics,Python,Advanced,4.66,17,134158
7883,TensorFlow Crash Course,TensorFlow,Intermediate,4.67,32,321786
7884,Data Analysis Course,Data Analysis,Beginner,4.11,33,217989
7885,Numpy Fundamentals,Numpy,Advanced,3.73,21,151890
7886,Data Visualization with Python,Data Visualization,Beginner,4.45,37,108274
7887,Natural Language Processing,NLP,Intermediate,3.91,6,386693
7888,PyTorch for Deep Learning,PyTorch,Beginner,4.23,17,382338
7889,Pandas for Data Analysis,Pandas,Advanced,3.7,9,451005
7890,Machine Learning Intro,Machine Learning,Advanced,4.78,10,425926
7891,Pandas for Data Analysis,Pandas,Intermediate,4.08,32,402389
7892,Probability Course,Probability,Intermediate,3.51,22,247560
7893,Machine Learning Intro,Machine Learning,Advanced,3.55,26,238662
7894,Data Visualization with Python,Data Visualization,Beginner,3.9,29,62597
7895,Data Analysis Course,Data Analysis,Intermediate,4.13,18,109742
7896,TensorFlow Crash Course,TensorFlow,Advanced,3.77,6,360186
7897,Machine Learning Intro,Machine Learning,Intermediate,4.28,26,40472
7898,Linear Algebra Course,Linear Algebra,Advanced,3.51,13,466801
7899,Neural Networks,Deep Learning,Beginner,3.65,33,336651
7900,SQL for Data Science,SQL,Advanced,4.13,9,198530
7901,Data Analysis Course,Data Analysis,Intermediate,3.51,7,357000
7902,Neural Networks,Deep Learning,Advanced,4.9,6,418921
7903,Advanced Python,Python,Beginner,3.61,25,433994
7904,Data Visualization with Python,Data Visualization,Intermediate,4.56,12,357495
7905,Numpy Fundamentals,Numpy,Advanced,4.82,26,224349
7906,Deep Learning Fundamentals,Deep Learning,Beginner,4.05,19,333310
7907,Linear Algebra Course,Linear Algebra,Intermediate,4.83,26,291485
7908,Numpy Fundamentals,Numpy,Beginner,4.96,21,168806
7909,Data Analysis Course,Data Analysis,Beginner,4.28,28,319819
7910,Neural Networks,Deep Learning,Intermediate,3.54,6,174117
7911,TensorFlow Crash Course,TensorFlow,Intermediate,4.41,31,12590
7912,Machine Learning Intro,Machine Learning,Intermediate,4.41,28,438517
7913,Data Visualization with Python,Data Visualization,Beginner,4.11,15,349166
7914,Data Analysis Course,Data Analysis,Beginner,4.37,10,9942
7915,Deep Learning Fundamentals,Deep Learning,Intermediate,4.74,28,315818
7916,Numpy Fundamentals,Numpy,Beginner,4.7,15,208340
7917,Natural Language Processing,NLP,Beginner,4.61,17,346447
7918,Pandas for Data Analysis,Pandas,Beginner,4.97,36,371682
7919,Data Analysis Course,Data Analysis,Intermediate,4.37,36,485326
7920,Probability Course,Probability,Intermediate,4.82,25,319877
7921,Neural Networks,Deep Learning,Intermediate,3.76,28,403946
7922,Probability Course,Probability,Beginner,3.78,39,174080
7923,Statistics for Data Science,Statistics,Advanced,3.8,11,228508
7924,Statistics for Data Science,Statistics,Beginner,4.21,37,10670
7925,Linear Algebra Course,Linear Algebra,Intermediate,4.93,21,193400
7926,SQL for Data Science,SQL,Intermediate,4.19,11,409179
7927,Data Visualization with Python,Data Visualization,Beginner,3.65,24,319683
7928,Natural Language Processing,NLP,Intermediate,5.0,19,38077
7929,Pandas for Data Analysis,Pandas,Beginner,4.21,3,262583
7930,Advanced Python,Python,Advanced,4.84,18,454001
7931,Linear Algebra Course,Linear Algebra,Beginner,4.57,18,214535
7932,Data Analysis Course,Data Analysis,Beginner,3.77,22,398648
7933,Pandas for Data Analysis,Pandas,Intermediate,4.93,11,241694
7934,Statistics for Data Science,Statistics,Intermediate,4.18,21,426283
7935,TensorFlow Crash Course,TensorFlow,Beginner,3.89,29,81666
7936,Natural Language Processing,NLP,Intermediate,3.77,5,276740
7937,Data Analysis Course,Data Analysis,Intermediate,4.52,12,455335
7938,Natural Language Processing,NLP,Beginner,4.89,26,324582
7939,Neural Networks,Deep Learning,Advanced,4.75,25,51050
7940,Numpy Fundamentals,Numpy,Beginner,3.92,39,498460
7941,Data Visualization with Python,Data Visualization,Advanced,4.18,20,18062
7942,Machine Learning Intro,Machine Learning,Beginner,3.88,17,430273
7943,Linear Algebra Course,Linear Algebra,Advanced,4.09,8,279749
7944,Python for Data Science,Python,Beginner,4.16,10,140581
7945,Data Analysis Course,Data Analysis,Advanced,4.24,14,293072
7946,Data Visualization with Python,Data Visualization,Intermediate,4.64,4,16280
7947,Data Visualization with Python,Data Visualization,Beginner,4.92,39,313951
7948,Probability Course,Probability,Advanced,3.7,23,494935
7949,Computer Vision Basics,Computer Vision,Intermediate,4.61,25,60116
7950,Data Visualization with Python,Data Visualization,Intermediate,4.77,7,56036
7951,Python for Data Science,Python,Advanced,3.62,5,34023
7952,Statistics for Data Science,Statistics,Advanced,3.5,38,232245
7953,Natural Language Processing,NLP,Advanced,4.07,10,362359
7954,Statistics for Data Science,Statistics,Intermediate,4.26,30,348903
7955,ML Algorithms,Machine Learning,Intermediate,4.88,16,445557
7956,Data Analysis Course,Data Analysis,Advanced,4.76,10,448585
7957,PyTorch for Deep Learning,PyTorch,Beginner,4.87,22,352748
7958,Data Analysis Course,Data Analysis,Beginner,4.86,7,26263
7959,Python Basics,Python,Intermediate,3.77,35,141790
7960,Data Analysis Course,Data Analysis,Beginner,3.89,25,459543
7961,Data Analysis Course,Data Analysis,Intermediate,3.75,29,221544
7962,Pandas for Data Analysis,Pandas,Beginner,4.14,23,215564
7963,TensorFlow Crash Course,TensorFlow,Beginner,4.8,32,165701
7964,Computer Vision Basics,Computer Vision,Advanced,4.84,7,300810
7965,Data Analysis Course,Data Analysis,Advanced,4.75,4,270813
7966,Pandas for Data Analysis,Pandas,Advanced,3.8,18,487379
7967,PyTorch for Deep Learning,PyTorch,Advanced,4.55,35,222925
7968,Pandas for Data Analysis,Pandas,Intermediate,4.75,21,478768
7969,Python for Data Science,Python,Advanced,4.9,16,206612
7970,Neural Networks,Deep Learning,Advanced,4.38,31,47823
7971,Statistics for Data Science,Statistics,Beginner,4.21,21,253404
7972,Linear Algebra Course,Linear Algebra,Intermediate,3.99,31,487579
7973,Numpy Fundamentals,Numpy,Advanced,4.17,23,38066
7974,Statistics for Data Science,Statistics,Advanced,3.98,27,159300
7975,Probability Course,Probability,Intermediate,4.62,33,232040
7976,Pandas for Data Analysis,Pandas,Advanced,3.86,25,321347
7977,Computer Vision Basics,Computer Vision,Beginner,4.7,12,484879
7978,TensorFlow Crash Course,TensorFlow,Beginner,4.53,19,76610
7979,SQL for Data Science,SQL,Advanced,4.17,14,458785
7980,Natural Language Processing,NLP,Beginner,3.72,38,154657
7981,Probability Course,Probability,Beginner,3.74,26,421665
7982,Data Visualization with Python,Data Visualization,Intermediate,4.19,4,354432
7983,Data Visualization with Python,Data Visualization,Beginner,4.93,17,496940
7984,Pandas for Data Analysis,Pandas,Intermediate,4.86,27,431167
7985,Data Analysis Course,Data Analysis,Intermediate,4.9,23,225309
7986,Data Visualization with Python,Data Visualization,Advanced,3.76,21,44889
7987,Python for Data Science,Python,Advanced,4.98,3,221770
7988,Data Analysis Course,Data Analysis,Intermediate,4.0,9,49340
7989,PyTorch for Deep Learning,PyTorch,Advanced,3.85,30,262210
7990,Natural Language Processing,NLP,Beginner,4.49,27,63322
7991,Natural Language Processing,NLP,Intermediate,4.33,13,220709
7992,Deep Learning Fundamentals,Deep Learning,Beginner,3.8,14,350906
7993,Statistics for Data Science,Statistics,Advanced,4.61,19,439189
7994,Machine Learning Intro,Machine Learning,Beginner,4.41,8,88927
7995,Python Basics,Python,Beginner,4.57,34,100567
7996,Linear Algebra Course,Linear Algebra,Beginner,4.48,39,135299
7997,Python Basics,Python,Advanced,4.67,21,113894
7998,Numpy Fundamentals,Numpy,Intermediate,4.37,21,303082
7999,ML Algorithms,Machine Learning,Advanced,3.68,18,302641
8000,TensorFlow Crash Course,TensorFlow,Beginner,4.74,6,434434
8001,Python Basics,Python,Intermediate,3.82,7,160867
8002,Linear Algebra Course,Linear Algebra,Intermediate,3.6,40,302058
8003,Numpy Fundamentals,Numpy,Advanced,4.75,5,55949
8004,Computer Vision Basics,Computer Vision,Advanced,3.88,39,143855
8005,Numpy Fundamentals,Numpy,Advanced,4.4,28,164525
8006,Data Analysis Course,Data Analysis,Beginner,3.77,32,97509
8007,Data Visualization with Python,Data Visualization,Advanced,3.79,39,372321
8008,Probability Course,Probability,Intermediate,4.36,33,425499
8009,Numpy Fundamentals,Numpy,Beginner,4.62,29,437592
8010,Python for Data Science,Python,Beginner,3.89,21,64588
8011,Advanced Python,Python,Advanced,3.55,34,95094
8012,Computer Vision Basics,Computer Vision,Beginner,4.87,17,82257
8013,Deep Learning Fundamentals,Deep Learning,Beginner,3.87,10,147566
8014,Computer Vision Basics,Computer Vision,Advanced,4.69,37,245839
8015,Probability Course,Probability,Advanced,4.59,4,363771
8016,PyTorch for Deep Learning,PyTorch,Advanced,4.36,19,88049
8017,Computer Vision Basics,Computer Vision,Advanced,3.63,19,75218
8018,PyTorch for Deep Learning,PyTorch,Beginner,3.94,19,34388
8019,SQL for Data Science,SQL,Advanced,4.47,24,487007
8020,Data Visualization with Python,Data Visualization,Advanced,4.27,30,16617
8021,TensorFlow Crash Course,TensorFlow,Intermediate,4.83,2,347593
8022,Probability Course,Probability,Beginner,3.75,8,441740
8023,Natural Language Processing,NLP,Advanced,4.02,33,246899
8024,Statistics for Data Science,Statistics,Intermediate,3.96,5,130228
8025,TensorFlow Crash Course,TensorFlow,Advanced,3.63,20,201356
8026,Natural Language Processing,NLP,Intermediate,4.97,26,200040
8027,Natural Language Processing,NLP,Advanced,4.74,2,29140
8028,PyTorch for Deep Learning,PyTorch,Beginner,3.53,6,115821
8029,Pandas for Data Analysis,Pandas,Beginner,4.27,13,169866
8030,PyTorch for Deep Learning,PyTorch,Beginner,4.88,34,437975
8031,Natural Language Processing,NLP,Advanced,4.87,23,25475
8032,Natural Language Processing,NLP,Intermediate,4.9,21,162406
8033,Computer Vision Basics,Computer Vision,Intermediate,4.32,37,294122
8034,SQL for Data Science,SQL,Intermediate,4.65,21,193987
8035,Probability Course,Probability,Advanced,4.57,39,420892
8036,Natural Language Processing,NLP,Advanced,3.52,23,92252
8037,Natural Language Processing,NLP,Advanced,4.56,40,397868
8038,Probability Course,Probability,Beginner,3.91,33,415690
8039,PyTorch for Deep Learning,PyTorch,Advanced,3.85,7,173016
8040,Deep Learning Fundamentals,Deep Learning,Advanced,3.73,26,320445
8041,Data Analysis Course,Data Analysis,Intermediate,3.86,7,142562
8042,Python for Data Science,Python,Beginner,4.82,33,238916
8043,Probability Course,Probability,Advanced,4.8,31,89934
8044,Computer Vision Basics,Computer Vision,Intermediate,3.54,6,122986
8045,PyTorch for Deep Learning,PyTorch,Beginner,4.67,18,139858
8046,Pandas for Data Analysis,Pandas,Advanced,4.83,25,459171
8047,ML Algorithms,Machine Learning,Intermediate,4.02,11,442396
8048,Neural Networks,Deep Learning,Advanced,3.58,5,439432
8049,SQL for Data Science,SQL,Advanced,3.62,6,327629
8050,SQL for Data Science,SQL,Beginner,3.82,13,70740
8051,TensorFlow Crash Course,TensorFlow,Advanced,3.57,9,239776
8052,TensorFlow Crash Course,TensorFlow,Beginner,4.07,22,54672
8053,Numpy Fundamentals,Numpy,Intermediate,4.38,16,243324
8054,Python Basics,Python,Beginner,3.9,28,381646
8055,Pandas for Data Analysis,Pandas,Beginner,4.51,28,61157
8056,TensorFlow Crash Course,TensorFlow,Beginner,4.87,3,33542
8057,Data Analysis Course,Data Analysis,Intermediate,3.75,32,231539
8058,Neural Networks,Deep Learning,Advanced,4.62,10,259782
8059,Statistics for Data Science,Statistics,Beginner,4.16,20,460010
8060,Pandas for Data Analysis,Pandas,Beginner,3.54,27,108673
8061,Statistics for Data Science,Statistics,Intermediate,4.42,38,331205
8062,Machine Learning Intro,Machine Learning,Advanced,4.86,18,326961
8063,Data Visualization with Python,Data Visualization,Advanced,4.03,10,218378
8064,PyTorch for Deep Learning,PyTorch,Beginner,4.04,25,70284
8065,Pandas for Data Analysis,Pandas,Intermediate,3.61,35,403056
8066,Natural Language Processing,NLP,Beginner,4.91,34,96620
8067,ML Algorithms,Machine Learning,Beginner,3.74,7,412031
8068,Python for Data Science,Python,Beginner,3.64,11,67474
8069,Data Visualization with Python,Data Visualization,Intermediate,4.78,13,428719
8070,Machine Learning Intro,Machine Learning,Advanced,4.75,28,48314
8071,ML Algorithms,Machine Learning,Beginner,3.99,29,190003
8072,Pandas for Data Analysis,Pandas,Advanced,4.42,35,227178
8073,TensorFlow Crash Course,TensorFlow,Beginner,4.44,2,111522
8074,SQL for Data Science,SQL,Advanced,3.78,30,15659
8075,Deep Learning Fundamentals,Deep Learning,Intermediate,3.71,5,309693
8076,Python for Data Science,Python,Beginner,3.58,30,417688
8077,Numpy Fundamentals,Numpy,Intermediate,3.64,30,276512
8078,Neural Networks,Deep Learning,Intermediate,4.39,7,253820
8079,Data Visualization with Python,Data Visualization,Intermediate,3.99,32,180009
8080,Linear Algebra Course,Linear Algebra,Intermediate,4.58,3,201049
8081,Probability Course,Probability,Beginner,4.07,2,396417
8082,Computer Vision Basics,Computer Vision,Intermediate,3.87,23,307393
8083,Probability Course,Probability,Advanced,3.59,21,325467
8084,Probability Course,Probability,Beginner,3.58,16,248336
8085,Statistics for Data Science,Statistics,Advanced,4.62,34,350317
8086,Deep Learning Fundamentals,Deep Learning,Intermediate,4.8,20,57759
8087,Linear Algebra Course,Linear Algebra,Intermediate,4.5,14,375793
8088,Computer Vision Basics,Computer Vision,Beginner,4.46,22,53819
8089,Natural Language Processing,NLP,Beginner,4.87,14,167665
8090,Deep Learning Fundamentals,Deep Learning,Advanced,3.91,10,55368
8091,SQL for Data Science,SQL,Advanced,4.08,39,377130
8092,TensorFlow Crash Course,TensorFlow,Advanced,4.63,39,132673
8093,Linear Algebra Course,Linear Algebra,Beginner,3.7,35,266854
8094,Data Analysis Course,Data Analysis,Advanced,4.21,35,30716
8095,TensorFlow Crash Course,TensorFlow,Beginner,4.84,20,298212
8096,TensorFlow Crash Course,TensorFlow,Advanced,3.87,16,385411
8097,SQL for Data Science,SQL,Beginner,3.52,28,315626
8098,Data Visualization with Python,Data Visualization,Intermediate,4.54,28,17611
8099,TensorFlow Crash Course,TensorFlow,Advanced,4.55,22,88573
8100,Probability Course,Probability,Advanced,4.45,19,286409
8101,Computer Vision Basics,Computer Vision,Advanced,4.24,5,301526
8102,Advanced Python,Python,Intermediate,4.72,21,150944
8103,Pandas for Data Analysis,Pandas,Intermediate,4.46,24,232988
8104,Numpy Fundamentals,Numpy,Advanced,4.37,34,337033
8105,Pandas for Data Analysis,Pandas,Intermediate,4.05,20,496648
8106,Python for Data Science,Python,Advanced,4.06,28,197535
8107,Data Visualization with Python,Data Visualization,Beginner,4.64,7,467537
8108,Numpy Fundamentals,Numpy,Advanced,3.69,39,219836
8109,SQL for Data Science,SQL,Intermediate,4.14,31,235674
8110,TensorFlow Crash Course,TensorFlow,Intermediate,4.04,20,104608
8111,Machine Learning Intro,Machine Learning,Advanced,4.66,40,257339
8112,Probability Course,Probability,Intermediate,3.63,4,348079
8113,TensorFlow Crash Course,TensorFlow,Beginner,4.33,6,151139
8114,Numpy Fundamentals,Numpy,Beginner,4.48,17,392226
8115,Computer Vision Basics,Computer Vision,Beginner,3.86,7,57681
8116,Computer Vision Basics,Computer Vision,Intermediate,4.4,24,129886
8117,ML Algorithms,Machine Learning,Advanced,3.68,10,375858
8118,Data Analysis Course,Data Analysis,Advanced,3.88,37,28974
8119,Numpy Fundamentals,Numpy,Advanced,4.09,40,396657
8120,SQL for Data Science,SQL,Beginner,3.96,36,70169
