course_id,course_name,skill,difficulty,rating,duration_hours
2484,TensorFlow Crash Course,Linear Algebra,Intermediate,4.43,37
2485,Data Visualization with Python,Statistics,Beginner,4.1,7
2486,Machine Learning Intro,Computer Vision,Beginner,4.37,28
2487,Machine Learning Intro,Linear Algebra,Beginner,4.87,32
2488,Advanced Python,Data Analysis,Advanced,4.51,28
2489,Computer Vision Basics,Data Analysis,Beginner,4.48,10
2490,Computer Vision Basics,NLP,Beginner,4.68,4
2491,Advanced Python,Machine Learning,Advanced,3.53,15
2492,Neural Networks,TensorFlow,Advanced,3.94,27
2493,Neural Networks,Machine Learning,Intermediate,4.07,26
2494,Python Basics,Python,Beginner,4.47,7
2495,Natural Language Processing,TensorFlow,Intermediate,5.0,38
2496,Advanced Python,TensorFlow,Advanced,3.38,9
2497,TensorFlow Crash Course,Machine Learning,Advanced,4.63,6
2498,Numpy Fundamentals,Statistics,Advanced,4.28,12
2499,Python Basics,Numpy,Intermediate,3.8,12
2500,Statistics for Data Science,Pandas,Advanced,3.42,15
2501,Neural Networks,TensorFlow,Beginner,3.08,19
2502,Pandas for Data Analysis,PyTorch,Intermediate,3.4,37
2503,PyTorch for Deep Learning,SQL,Beginner,3.64,32
2504,Machine Learning Intro,Data Visualization,Beginner,3.18,30
2505,Data Visualization with Python,Statistics,Beginner,3.27,12
2506,Natural Language Processing,Computer Vision,Beginner,4.55,34
2507,Python Basics,Python,Beginner,4.85,22
2508,Statistics for Data Science,Linear Algebra,Beginner,3.55,23
2509,PyTorch for Deep Learning,Data Visualization,Beginner,4.14,16
2510,Computer Vision Basics,Linear Algebra,Intermediate,3.85,39
2511,Neural Networks,PyTorch,Beginner,3.83,7
2512,SQL for Data Science,Numpy,Beginner,3.24,27
2513,Natural Language Processing,Data Analysis,Advanced,3.16,7
2514,Numpy Fundamentals,Data Analysis,Intermediate,3.06,21
2515,Natural Language Processing,Python,Beginner,3.92,31
2516,SQL for Data Science,Pandas,Advanced,4.83,8
2517,TensorFlow Crash Course,Numpy,Beginner,4.71,27
2518,Python Basics,Numpy,Advanced,3.34,39
2519,Data Visualization with Python,Computer Vision,Intermediate,3.78,17
2520,Data Visualization with Python,Numpy,Intermediate,3.64,38
2521,Neural Networks,Python,Beginner,4.16,3
2522,Advanced Python,SQL,Intermediate,4.02,12
2523,Neural Networks,Pandas,Intermediate,4.33,37
2524,Machine Learning Intro,Linear Algebra,Intermediate,3.26,20
2525,Pandas for Data Analysis,Pandas,Intermediate,3.51,10
2526,Neural Networks,NLP,Intermediate,3.01,13
2527,Deep Learning Fundamentals,Python,Beginner,3.55,4
2528,Numpy Fundamentals,TensorFlow,Advanced,3.91,25
2529,Python Basics,PyTorch,Beginner,3.42,17
2530,Python Basics,NLP,Intermediate,3.79,36
2531,Machine Learning Intro,Statistics,Beginner,3.89,19
2532,Machine Learning Intro,Pandas,Beginner,3.03,22
2533,Numpy Fundamentals,Linear Algebra,Beginner,4.42,12
2534,Deep Learning Fundamentals,Statistics,Advanced,3.54,30
2535,TensorFlow Crash Course,Data Visualization,Beginner,3.06,21
2536,SQL for Data Science,Machine Learning,Advanced,3.84,25
2537,Advanced Python,Numpy,Advanced,4.5,17
2538,Computer Vision Basics,Data Visualization,Advanced,3.48,22
2539,Pandas for Data Analysis,Data Analysis,Beginner,3.21,26
2540,Numpy Fundamentals,NLP,Beginner,4.78,37
2541,PyTorch for Deep Learning,SQL,Advanced,3.22,15
2542,PyTorch for Deep Learning,Data Visualization,Advanced,4.57,20
2543,SQL for Data Science,Computer Vision,Intermediate,3.87,9
2544,Advanced Python,Linear Algebra,Beginner,4.4,17
2545,Statistics for Data Science,Computer Vision,Beginner,3.56,16
2546,Advanced Python,SQL,Beginner,3.86,26
2547,Advanced Python,Statistics,Advanced,4.99,27
2548,Python Basics,Data Visualization,Intermediate,4.66,17
2549,Data Visualization with Python,Deep Learning,Beginner,4.73,32
2550,Statistics for Data Science,Deep Learning,Intermediate,4.66,6
2551,TensorFlow Crash Course,Computer Vision,Intermediate,3.19,7
2552,PyTorch for Deep Learning,TensorFlow,Intermediate,4.76,27
2553,TensorFlow Crash Course,Computer Vision,Intermediate,3.62,9
2554,Pandas for Data Analysis,TensorFlow,Beginner,3.05,6
2555,SQL for Data Science,Data Analysis,Advanced,4.36,26
2556,Neural Networks,SQL,Intermediate,4.38,23
2557,Computer Vision Basics,Linear Algebra,Intermediate,3.65,24
2558,Python Basics,PyTorch,Advanced,3.34,35
2559,Advanced Python,NLP,Beginner,4.28,16
2560,Pandas for Data Analysis,Pandas,Advanced,4.09,34
2561,Neural Networks,NLP,Intermediate,3.68,2
2562,Advanced Python,Numpy,Intermediate,4.91,21
2563,Numpy Fundamentals,TensorFlow,Beginner,3.14,27
2564,Natural Language Processing,Data Visualization,Beginner,4.84,24
2565,Numpy Fundamentals,PyTorch,Advanced,3.01,24
2566,Statistics for Data Science,Statistics,Beginner,4.92,8
2567,Natural Language Processing,Pandas,Intermediate,3.33,29
2568,Machine Learning Intro,SQL,Advanced,3.79,3
2569,SQL for Data Science,Pandas,Advanced,4.57,7
2570,Data Visualization with Python,NLP,Beginner,4.05,20
2571,PyTorch for Deep Learning,PyTorch,Intermediate,4.46,34
2572,Neural Networks,Linear Algebra,Advanced,3.46,5
2573,Computer Vision Basics,Computer Vision,Beginner,3.86,16
2574,Machine Learning Intro,Numpy,Intermediate,3.79,21
2575,TensorFlow Crash Course,Linear Algebra,Intermediate,3.19,25
2576,PyTorch for Deep Learning,Numpy,Beginner,4.54,23
2577,TensorFlow Crash Course,Computer Vision,Intermediate,4.91,26
2578,Neural Networks,Computer Vision,Advanced,4.73,32
2579,Numpy Fundamentals,SQL,Advanced,3.53,16
2580,Deep Learning Fundamentals,SQL,Intermediate,4.43,2
2581,Advanced Python,Pandas,Advanced,3.87,12
2582,SQL for Data Science,Computer Vision,Intermediate,4.87,35
2583,Deep Learning Fundamentals,NLP,Beginner,3.94,4
2584,Pandas for Data Analysis,Deep Learning,Advanced,4.74,39
2585,Computer Vision Basics,Numpy,Intermediate,3.15,2
2586,SQL for Data Science,PyTorch,Advanced,4.07,20
2587,Numpy Fundamentals,PyTorch,Intermediate,3.1,25
2588,Data Visualization with Python,Linear Algebra,Advanced,4.36,38
2589,Natural Language Processing,Data Visualization,Advanced,4.05,36
2590,Python Basics,Linear Algebra,Beginner,4.22,25
2591,Statistics for Data Science,Statistics,Intermediate,3.85,9
2592,TensorFlow Crash Course,Computer Vision,Intermediate,4.29,18
2593,PyTorch for Deep Learning,Pandas,Beginner,4.32,17
2594,Statistics for Data Science,Data Analysis,Intermediate,4.77,30
2595,TensorFlow Crash Course,Data Analysis,Advanced,4.29,10
2596,Deep Learning Fundamentals,Computer Vision,Intermediate,3.82,8
2597,Python Basics,Statistics,Intermediate,4.32,7
2598,Python Basics,Linear Algebra,Beginner,4.91,39
2599,Deep Learning Fundamentals,NLP,Advanced,3.19,33
2600,Computer Vision Basics,Pandas,Beginner,4.78,33
2601,Data Visualization with Python,NLP,Advanced,4.86,3
2602,Deep Learning Fundamentals,NLP,Beginner,4.62,31
2603,TensorFlow Crash Course,SQL,Advanced,4.62,16
2604,Neural Networks,NLP,Beginner,4.69,37
2605,Advanced Python,Statistics,Advanced,3.04,15
2606,TensorFlow Crash Course,Pandas,Beginner,4.1,17
2607,Advanced Python,Machine Learning,Intermediate,4.1,28
2608,Advanced Python,Numpy,Beginner,4.6,19
2609,TensorFlow Crash Course,SQL,Intermediate,3.88,21
2610,PyTorch for Deep Learning,Data Analysis,Intermediate,3.47,30
2611,Statistics for Data Science,SQL,Advanced,4.13,33
2612,Pandas for Data Analysis,Data Analysis,Intermediate,3.21,2
2613,Pandas for Data Analysis,Machine Learning,Advanced,3.17,39
2614,Natural Language Processing,Computer Vision,Intermediate,4.45,37
2615,Deep Learning Fundamentals,NLP,Beginner,4.86,9
2616,Data Visualization with Python,NLP,Beginner,3.04,28
2617,Neural Networks,Pandas,Beginner,3.46,27
2618,SQL for Data Science,TensorFlow,Intermediate,4.8,26
2619,Neural Networks,Deep Learning,Advanced,3.7,34
2620,Computer Vision Basics,TensorFlow,Advanced,4.54,14
2621,Neural Networks,PyTorch,Advanced,4.12,37
2622,Machine Learning Intro,Numpy,Intermediate,3.17,16
2623,Deep Learning Fundamentals,Machine Learning,Advanced,4.85,34
2624,Machine Learning Intro,Deep Learning,Intermediate,3.26,22
2625,Pandas for Data Analysis,SQL,Beginner,4.47,39
2626,SQL for Data Science,Data Analysis,Intermediate,4.14,8
2627,Machine Learning Intro,Python,Intermediate,3.08,15
2628,PyTorch for Deep Learning,Pandas,Beginner,3.15,12
2629,Pandas for Data Analysis,Linear Algebra,Advanced,3.27,35
2630,PyTorch for Deep Learning,Linear Algebra,Advanced,3.69,32
2631,Deep Learning Fundamentals,Data Analysis,Beginner,3.57,23
2632,Deep Learning Fundamentals,Data Visualization,Advanced,3.92,13
2633,TensorFlow Crash Course,Computer Vision,Beginner,4.73,20
2634,Computer Vision Basics,SQL,Advanced,4.95,29
2635,Neural Networks,Data Visualization,Advanced,4.01,13
2636,SQL for Data Science,Pandas,Beginner,3.39,17
2637,Statistics for Data Science,Computer Vision,Intermediate,4.7,30
2638,Numpy Fundamentals,Deep Learning,Intermediate,4.32,36
2639,Numpy Fundamentals,TensorFlow,Advanced,3.6,2
2640,Machine Learning Intro,Linear Algebra,Advanced,4.34,13
2641,Machine Learning Intro,NLP,Beginner,4.28,12
2642,PyTorch for Deep Learning,Python,Intermediate,3.86,36
2643,Python Basics,Linear Algebra,Advanced,4.46,33
2644,Neural Networks,Data Visualization,Intermediate,4.43,31
2645,Deep Learning Fundamentals,SQL,Intermediate,4.9,8
2646,Neural Networks,Pandas,Beginner,3.74,6
2647,TensorFlow Crash Course,Data Analysis,Intermediate,4.01,32
2648,Natural Language Processing,Data Visualization,Beginner,3.54,2
2649,Pandas for Data Analysis,Python,Intermediate,4.06,33
2650,Advanced Python,Data Visualization,Beginner,4.47,3
2651,Data Visualization with Python,Statistics,Intermediate,4.45,34
2652,TensorFlow Crash Course,TensorFlow,Advanced,4.75,29
2653,Python Basics,Machine Learning,Beginner,3.35,14
2654,Deep Learning Fundamentals,Machine Learning,Advanced,4.47,27
2655,Machine Learning Intro,Python,Intermediate,4.67,31
2656,TensorFlow Crash Course,Numpy,Intermediate,3.3,13
2657,SQL for Data Science,Deep Learning,Advanced,3.41,12
2658,Neural Networks,SQL,Intermediate,4.7,24
2659,Advanced Python,Machine Learning,Advanced,3.02,4
2660,TensorFlow Crash Course,Statistics,Advanced,4.39,36
2661,SQL for Data Science,Data Visualization,Advanced,3.16,4
2662,Machine Learning Intro,Pandas,Intermediate,4.02,36
2663,PyTorch for Deep Learning,Data Visualization,Advanced,4.49,17
2664,Pandas for Data Analysis,PyTorch,Intermediate,3.43,8
2665,TensorFlow Crash Course,Deep Learning,Beginner,4.06,28
2666,Deep Learning Fundamentals,Linear Algebra,Beginner,4.36,17
2667,PyTorch for Deep Learning,PyTorch,Intermediate,4.4,29
2668,TensorFlow Crash Course,Machine Learning,Intermediate,4.6,22
2669,PyTorch for Deep Learning,Data Visualization,Intermediate,3.67,2
2670,Statistics for Data Science,TensorFlow,Beginner,3.79,25
2671,TensorFlow Crash Course,SQL,Advanced,4.7,25
2672,Statistics for Data Science,Pandas,Intermediate,3.24,36
2673,Neural Networks,SQL,Advanced,4.8,23
2674,SQL for Data Science,Statistics,Intermediate,4.63,33
2675,TensorFlow Crash Course,Numpy,Advanced,3.62,30
2676,Natural Language Processing,Deep Learning,Advanced,4.92,27
2677,Pandas for Data Analysis,Data Visualization,Intermediate,3.73,12
2678,Statistics for Data Science,Data Visualization,Beginner,3.9,35
2679,Python Basics,Data Analysis,Intermediate,4.65,29
2680,Machine Learning Intro,SQL,Advanced,4.93,23
2681,Computer Vision Basics,Pandas,Advanced,4.1,11
2682,Deep Learning Fundamentals,Machine Learning,Advanced,4.43,27
2683,Statistics for Data Science,PyTorch,Intermediate,4.97,11
2684,Neural Networks,Statistics,Intermediate,4.84,9
2685,Python Basics,Pandas,Advanced,3.33,21
2686,Numpy Fundamentals,Numpy,Intermediate,4.92,27
2687,Advanced Python,Deep Learning,Advanced,4.58,6
2688,Data Visualization with Python,PyTorch,Intermediate,4.16,37
2689,SQL for Data Science,NLP,Intermediate,3.62,10
2690,Natural Language Processing,TensorFlow,Beginner,3.77,3
2691,Machine Learning Intro,Machine Learning,Intermediate,4.74,9
2692,Deep Learning Fundamentals,SQL,Beginner,4.35,21
2693,Deep Learning Fundamentals,PyTorch,Advanced,3.47,34
2694,Machine Learning Intro,Data Analysis,Intermediate,4.52,13
2695,PyTorch for Deep Learning,Data Visualization,Intermediate,4.77,3
2696,TensorFlow Crash Course,Numpy,Beginner,4.1,15
2697,PyTorch for Deep Learning,Data Analysis,Intermediate,4.88,19
2698,Data Visualization with Python,Computer Vision,Advanced,3.8,39
2699,Python Basics,TensorFlow,Advanced,3.28,5
2700,Neural Networks,PyTorch,Intermediate,3.63,10
2701,Numpy Fundamentals,TensorFlow,Intermediate,3.29,28
2702,Advanced Python,Machine Learning,Intermediate,4.41,7
2703,Data Visualization with Python,Data Analysis,Advanced,3.31,10
2704,Numpy Fundamentals,PyTorch,Beginner,4.6,19
2705,Pandas for Data Analysis,Data Analysis,Advanced,3.65,17
2706,Neural Networks,Pandas,Advanced,3.0,7
2707,Natural Language Processing,NLP,Beginner,3.54,16
2708,Python Basics,TensorFlow,Beginner,3.4,26
2709,Advanced Python,Statistics,Beginner,3.87,5
2710,Statistics for Data Science,Numpy,Beginner,4.98,38
2711,Computer Vision Basics,Deep Learning,Advanced,4.99,22
2712,Advanced Python,Computer Vision,Advanced,4.96,11
2713,Computer Vision Basics,NLP,Beginner,4.92,7
2714,TensorFlow Crash Course,Numpy,Intermediate,3.63,22
2715,Statistics for Data Science,PyTorch,Intermediate,3.66,34
2716,TensorFlow Crash Course,Computer Vision,Advanced,3.54,27
2717,Pandas for Data Analysis,Machine Learning,Advanced,4.82,17
2718,Neural Networks,NLP,Beginner,3.08,36
2719,Deep Learning Fundamentals,Python,Beginner,3.84,8
2720,Python Basics,Data Visualization,Intermediate,3.66,6
2721,Deep Learning Fundamentals,Pandas,Beginner,3.37,6
2722,PyTorch for Deep Learning,Data Visualization,Advanced,4.44,36
2723,PyTorch for Deep Learning,Pandas,Intermediate,4.06,39
2724,Neural Networks,Machine Learning,Intermediate,4.9,5
2725,Numpy Fundamentals,Python,Intermediate,4.21,26
2726,Natural Language Processing,Machine Learning,Advanced,3.04,25
2727,SQL for Data Science,TensorFlow,Beginner,3.8,11
2728,TensorFlow Crash Course,Pandas,Advanced,4.15,10
2729,Computer Vision Basics,Pandas,Beginner,4.97,40
2730,Data Visualization with Python,Pandas,Advanced,4.64,17
2731,Advanced Python,PyTorch,Beginner,3.51,29
2732,Deep Learning Fundamentals,Deep Learning,Beginner,3.45,32
2733,Data Visualization with Python,Computer Vision,Beginner,4.72,34
2734,Data Visualization with Python,Machine Learning,Beginner,3.36,27
2735,Numpy Fundamentals,Pandas,Intermediate,4.45,33
2736,Python Basics,SQL,Advanced,3.57,9
2737,Numpy Fundamentals,Numpy,Beginner,4.39,11
2738,Statistics for Data Science,Pandas,Intermediate,4.59,36
2739,Statistics for Data Science,Statistics,Intermediate,4.75,2
2740,SQL for Data Science,Data Analysis,Beginner,3.2,8
2741,Pandas for Data Analysis,Data Analysis,Advanced,4.36,32
2742,Natural Language Processing,Data Analysis,Beginner,4.45,11
2743,Numpy Fundamentals,Linear Algebra,Intermediate,4.69,17
2744,TensorFlow Crash Course,PyTorch,Beginner,3.71,23
2745,Machine Learning Intro,Numpy,Advanced,4.04,4
2746,Advanced Python,Statistics,Advanced,4.74,27
2747,Pandas for Data Analysis,Statistics,Beginner,3.1,19
2748,Numpy Fundamentals,Data Visualization,Advanced,4.13,9
2749,Neural Networks,Computer Vision,Intermediate,4.94,37
2750,Machine Learning Intro,Numpy,Beginner,3.3,34
2751,Computer Vision Basics,Statistics,Beginner,3.87,4
2752,Advanced Python,SQL,Beginner,3.51,9
2753,Pandas for Data Analysis,PyTorch,Intermediate,4.03,5
2754,Natural Language Processing,Linear Algebra,Advanced,4.32,30
2755,Natural Language Processing,PyTorch,Advanced,4.88,36
2756,SQL for Data Science,Machine Learning,Advanced,3.87,13
2757,Pandas for Data Analysis,NLP,Intermediate,4.19,30
2758,Deep Learning Fundamentals,Data Visualization,Beginner,4.24,32
2759,PyTorch for Deep Learning,Data Analysis,Beginner,4.78,8
2760,Computer Vision Basics,Pandas,Advanced,3.41,21
2761,Python Basics,Pandas,Intermediate,3.91,11
2762,Natural Language Processing,TensorFlow,Intermediate,4.25,24
2763,PyTorch for Deep Learning,Machine Learning,Beginner,4.07,32
2764,Pandas for Data Analysis,Computer Vision,Advanced,3.01,7
2765,Deep Learning Fundamentals,Data Visualization,Advanced,4.09,4
2766,Statistics for Data Science,NLP,Advanced,4.35,21
2767,Deep Learning Fundamentals,Numpy,Beginner,3.82,36
2768,Pandas for Data Analysis,TensorFlow,Intermediate,3.83,21
2769,SQL for Data Science,Data Analysis,Intermediate,3.81,34
2770,Computer Vision Basics,Statistics,Advanced,3.21,4
2771,Machine Learning Intro,Numpy,Advanced,4.54,31
2772,Pandas for Data Analysis,Pandas,Beginner,3.01,34
2773,PyTorch for Deep Learning,PyTorch,Advanced,3.86,4
2774,SQL for Data Science,Data Visualization,Advanced,3.55,24
2775,Pandas for Data Analysis,Linear Algebra,Advanced,3.81,5
2776,Python Basics,Data Visualization,Beginner,4.87,21
2777,Python Basics,Numpy,Advanced,3.85,36
2778,SQL for Data Science,SQL,Beginner,4.74,2
2779,SQL for Data Science,Numpy,Intermediate,4.91,17
2780,Pandas for Data Analysis,Statistics,Advanced,4.16,15
2781,Deep Learning Fundamentals,Pandas,Advanced,3.82,18
2782,Python Basics,Numpy,Advanced,3.07,4
2783,Data Visualization with Python,Linear Algebra,Advanced,3.07,6
2784,Advanced Python,Python,Advanced,3.15,14
2785,Numpy Fundamentals,Data Visualization,Intermediate,4.08,10
2786,SQL for Data Science,Computer Vision,Beginner,3.07,34
2787,Natural Language Processing,NLP,Advanced,4.8,38
2788,Machine Learning Intro,Statistics,Beginner,4.62,32
2789,Python Basics,TensorFlow,Advanced,3.1,32
2790,Numpy Fundamentals,Data Visualization,Advanced,3.19,5
2791,Computer Vision Basics,TensorFlow,Beginner,3.69,36
2792,Machine Learning Intro,Deep Learning,Beginner,3.79,36
2793,PyTorch for Deep Learning,Numpy,Beginner,4.91,29
2794,Deep Learning Fundamentals,Data Visualization,Intermediate,3.92,26
2795,Python Basics,Computer Vision,Beginner,3.07,11
2796,Pandas for Data Analysis,Machine Learning,Beginner,3.99,35
2797,Neural Networks,Data Visualization,Advanced,4.39,13
2798,Pandas for Data Analysis,Pandas,Advanced,4.28,2
2799,Computer Vision Basics,Deep Learning,Beginner,4.81,11
2800,Advanced Python,PyTorch,Advanced,4.67,39
2801,Machine Learning Intro,Numpy,Beginner,4.62,29
2802,Pandas for Data Analysis,PyTorch,Intermediate,3.91,3
2803,Machine Learning Intro,Python,Beginner,4.86,24
2804,Computer Vision Basics,Deep Learning,Intermediate,3.35,2
2805,PyTorch for Deep Learning,PyTorch,Beginner,4.34,12
2806,Advanced Python,Deep Learning,Advanced,4.41,34
2807,Advanced Python,Pandas,Intermediate,4.21,3
2808,TensorFlow Crash Course,Data Analysis,Beginner,4.86,14
2809,TensorFlow Crash Course,Data Analysis,Intermediate,3.35,40
2810,PyTorch for Deep Learning,Data Visualization,Beginner,4.0,32
2811,Natural Language Processing,PyTorch,Advanced,3.27,31
2812,Deep Learning Fundamentals,Python,Beginner,4.26,23
2813,Numpy Fundamentals,TensorFlow,Beginner,3.83,26
2814,Numpy Fundamentals,Deep Learning,Intermediate,3.39,16
2815,PyTorch for Deep Learning,Data Analysis,Advanced,3.07,39
2816,Deep Learning Fundamentals,Python,Intermediate,4.52,15
2817,Data Visualization with Python,Linear Algebra,Intermediate,4.45,25
2818,PyTorch for Deep Learning,Computer Vision,Beginner,3.1,37
2819,Numpy Fundamentals,Linear Algebra,Beginner,4.34,6
2820,Python Basics,Statistics,Intermediate,3.75,7
2821,Advanced Python,Statistics,Intermediate,3.09,11
2822,Natural Language Processing,PyTorch,Advanced,4.41,9
2823,Machine Learning Intro,Computer Vision,Intermediate,4.05,8
2824,Statistics for Data Science,Statistics,Intermediate,3.25,4
2825,Data Visualization with Python,Data Visualization,Beginner,3.06,27
2826,Natural Language Processing,Data Visualization,Beginner,3.25,37
2827,PyTorch for Deep Learning,Numpy,Intermediate,4.47,29
2828,Machine Learning Intro,SQL,Advanced,3.77,32
2829,Numpy Fundamentals,Statistics,Intermediate,4.17,23
2830,Python Basics,Statistics,Advanced,3.34,38
2831,Deep Learning Fundamentals,Linear Algebra,Beginner,3.57,36
2832,Numpy Fundamentals,Linear Algebra,Intermediate,3.06,29
2833,Data Visualization with Python,Pandas,Advanced,4.95,15
2834,Natural Language Processing,PyTorch,Advanced,4.9,21
2835,Data Visualization with Python,Pandas,Beginner,4.95,39
2836,Computer Vision Basics,Linear Algebra,Advanced,4.11,19
2837,Computer Vision Basics,NLP,Beginner,3.43,37
2838,Computer Vision Basics,Numpy,Advanced,4.34,18
2839,Advanced Python,Linear Algebra,Advanced,4.69,10
2840,Deep Learning Fundamentals,Deep Learning,Advanced,3.42,2
2841,SQL for Data Science,Pandas,Intermediate,4.76,2
2842,Python Basics,TensorFlow,Intermediate,4.69,20
2843,Numpy Fundamentals,Python,Beginner,3.73,9
2844,Pandas for Data Analysis,Python,Advanced,3.75,40
2845,Computer Vision Basics,Data Analysis,Beginner,4.71,14
2846,Numpy Fundamentals,Statistics,Advanced,4.98,40
2847,Natural Language Processing,Deep Learning,Beginner,4.25,11
2848,Neural Networks,PyTorch,Intermediate,3.89,20
2849,PyTorch for Deep Learning,Python,Beginner,3.03,18
2850,Advanced Python,Data Visualization,Advanced,4.99,12
2851,Computer Vision Basics,SQL,Intermediate,3.2,2
2852,Advanced Python,Computer Vision,Advanced,3.51,17
2853,TensorFlow Crash Course,Linear Algebra,Advanced,3.2,25
2854,Machine Learning Intro,Statistics,Beginner,3.09,8
2855,Computer Vision Basics,NLP,Intermediate,3.61,3
2856,Pandas for Data Analysis,Pandas,Intermediate,3.98,24
2857,Python Basics,PyTorch,Beginner,3.05,13
2858,SQL for Data Science,Data Visualization,Intermediate,4.65,24
2859,Natural Language Processing,Pandas,Advanced,4.49,4
2860,Machine Learning Intro,Data Visualization,Intermediate,4.72,17
2861,Machine Learning Intro,Python,Intermediate,4.16,14
2862,Computer Vision Basics,Pandas,Advanced,4.83,30
2863,Python Basics,TensorFlow,Beginner,4.26,34
2864,PyTorch for Deep Learning,NLP,Beginner,3.42,17
2865,Deep Learning Fundamentals,Python,Beginner,3.51,31
2866,Machine Learning Intro,Data Visualization,Advanced,3.26,4
2867,Deep Learning Fundamentals,Computer Vision,Beginner,3.71,31
2868,Neural Networks,Deep Learning,Intermediate,3.39,19
2869,TensorFlow Crash Course,TensorFlow,Advanced,3.51,35
2870,Python Basics,Data Analysis,Beginner,4.79,26
2871,TensorFlow Crash Course,NLP,Intermediate,4.94,5
2872,Natural Language Processing,Pandas,Beginner,3.8,36
2873,Pandas for Data Analysis,Python,Advanced,3.17,23
2874,Natural Language Processing,Deep Learning,Beginner,4.15,20
2875,Advanced Python,Python,Beginner,3.71,12
2876,Python Basics,Statistics,Intermediate,4.65,14
2877,Python Basics,Computer Vision,Intermediate,3.49,23
2878,Machine Learning Intro,Machine Learning,Intermediate,4.39,14
2879,Advanced Python,Machine Learning,Intermediate,4.08,27
2880,Statistics for Data Science,PyTorch,Intermediate,4.34,5
2881,Python Basics,SQL,Beginner,4.59,18
2882,Neural Networks,Data Analysis,Advanced,4.84,10
2883,Python Basics,Data Visualization,Intermediate,4.56,20
2884,Deep Learning Fundamentals,Python,Beginner,3.97,40
2885,Computer Vision Basics,Pandas,Advanced,3.27,22
2886,Computer Vision Basics,NLP,Beginner,3.73,34
2887,Machine Learning Intro,TensorFlow,Beginner,4.75,3
2888,Numpy Fundamentals,Machine Learning,Advanced,3.74,21
2889,Deep Learning Fundamentals,SQL,Advanced,3.88,9
2890,Natural Language Processing,Pandas,Beginner,4.63,4
2891,Data Visualization with Python,Linear Algebra,Beginner,3.02,18
2892,Machine Learning Intro,NLP,Intermediate,4.36,22
2893,Computer Vision Basics,Pandas,Beginner,3.75,10
2894,Numpy Fundamentals,Data Visualization,Beginner,4.47,8
2895,Neural Networks,Linear Algebra,Intermediate,3.52,3
2896,Neural Networks,SQL,Beginner,3.01,2
2897,Natural Language Processing,Linear Algebra,Intermediate,4.68,25
2898,Statistics for Data Science,NLP,Advanced,4.17,36
2899,TensorFlow Crash Course,Data Analysis,Intermediate,3.7,13
2900,Computer Vision Basics,Linear Algebra,Advanced,3.98,28
2901,SQL for Data Science,SQL,Advanced,4.21,5
2902,Neural Networks,Deep Learning,Intermediate,4.93,18
2903,SQL for Data Science,Data Visualization,Advanced,3.23,28
2904,Natural Language Processing,Deep Learning,Advanced,3.71,27
2905,TensorFlow Crash Course,TensorFlow,Advanced,3.24,21
2906,TensorFlow Crash Course,SQL,Intermediate,3.27,13
2907,TensorFlow Crash Course,NLP,Intermediate,4.25,2
2908,Numpy Fundamentals,Python,Beginner,4.25,24
2909,Statistics for Data Science,PyTorch,Advanced,4.24,18
2910,Computer Vision Basics,PyTorch,Intermediate,4.0,31
2911,Statistics for Data Science,Numpy,Advanced,3.14,31
2912,Machine Learning Intro,Statistics,Beginner,4.38,26
2913,Advanced Python,Data Visualization,Beginner,3.9,32
2914,TensorFlow Crash Course,Pandas,Intermediate,3.06,34
2915,Pandas for Data Analysis,Deep Learning,Beginner,3.9,30
2916,Neural Networks,Deep Learning,Intermediate,3.76,34
2917,Advanced Python,Data Analysis,Intermediate,3.07,23
2918,Python Basics,Numpy,Intermediate,4.06,17
2919,PyTorch for Deep Learning,NLP,Advanced,3.62,13
2920,PyTorch for Deep Learning,Pandas,Advanced,3.63,40
2921,PyTorch for Deep Learning,SQL,Beginner,3.36,7
2922,Statistics for Data Science,Data Analysis,Beginner,4.76,26
2923,Computer Vision Basics,Linear Algebra,Advanced,4.46,26
2924,Neural Networks,Machine Learning,Intermediate,4.32,15
2925,Pandas for Data Analysis,Pandas,Intermediate,3.49,26
2926,Machine Learning Intro,Data Visualization,Intermediate,3.71,40
2927,TensorFlow Crash Course,Statistics,Intermediate,4.36,2
2928,SQL for Data Science,Numpy,Intermediate,3.73,10
2929,Python Basics,NLP,Advanced,4.95,20
2930,PyTorch for Deep Learning,SQL,Intermediate,4.72,30
2931,Natural Language Processing,NLP,Intermediate,4.98,14
2932,Deep Learning Fundamentals,Data Analysis,Advanced,3.42,14
2933,Neural Networks,Numpy,Intermediate,4.7,21
2934,Machine Learning Intro,Pandas,Intermediate,4.26,10
2935,Statistics for Data Science,SQL,Intermediate,4.06,4
2936,Pandas for Data Analysis,TensorFlow,Intermediate,3.46,29
2937,SQL for Data Science,Pandas,Advanced,4.57,30
2938,SQL for Data Science,SQL,Advanced,4.62,5
2939,Data Visualization with Python,Computer Vision,Intermediate,4.96,39
2940,Computer Vision Basics,Machine Learning,Intermediate,3.23,2
2941,Numpy Fundamentals,Machine Learning,Advanced,3.73,28
2942,Statistics for Data Science,Python,Beginner,4.48,14
2943,SQL for Data Science,Statistics,Beginner,4.21,34
2944,Python Basics,Numpy,Intermediate,3.76,13
2945,Deep Learning Fundamentals,Data Visualization,Beginner,3.85,18
2946,Statistics for Data Science,NLP,Advanced,4.67,19
2947,Computer Vision Basics,SQL,Intermediate,3.94,15
