course_id,course_name,skill,difficulty,rating,duration_hours,num_students,text
10444,PyTorch for Deep Learning,PyTorch,Advanced,4.74,22,153404,PyTorch for Deep Learning PyTorch Advanced
10445,Computer Vision Basics,Computer Vision,Beginner,3.54,28,426858,Computer Vision Basics Computer Vision Beginner
10446,Data Analysis Course,Data Analysis,Beginner,5.0,12,483796,Data Analysis Course Data Analysis Beginner
10447,ML Algorithms,Machine Learning,Intermediate,4.5,17,249887,ML Algorithms Machine Learning Intermediate
10448,Pandas for Data Analysis,Pandas,Advanced,3.75,10,248838,Pandas for Data Analysis Pandas Advanced
10449,Data Analysis Course,Data Analysis,Beginner,4.51,25,487219,Data Analysis Course Data Analysis Beginner
10450,PyTorch for Deep Learning,PyTorch,Intermediate,3.68,13,356506,PyTorch for Deep Learning PyTorch Intermediate
10451,Computer Vision Basics,Computer Vision,Advanced,3.86,7,442181,Computer Vision Basics Computer Vision Advanced
10452,TensorFlow Crash Course,TensorFlow,Intermediate,3.8,15,364305,TensorFlow Crash Course TensorFlow Intermediate
10453,Data Analysis Course,Data Analysis,Intermediate,3.67,37,12476,Data Analysis Course Data Analysis Intermediate
10454,Statistics for Data Science,Statistics,Beginner,4.16,29,130140,Statistics for Data Science Statistics Beginner
10455,TensorFlow Crash Course,TensorFlow,Advanced,3.64,9,119462,TensorFlow Crash Course TensorFlow Advanced
10456,Data Analysis Course,Data Analysis,Beginner,3.57,23,397254,Data Analysis Course Data Analysis Beginner
10457,Probability Course,Probability,Intermediate,3.61,5,353100,Probability Course Probability Intermediate
10458,Neural Networks,Deep Learning,Advanced,3.89,9,270954,Neural Networks Deep Learning Advanced
10459,Linear Algebra Course,Linear Algebra,Beginner,4.82,2,32498,Linear Algebra Course Linear Algebra Beginner
10460,SQL for Data Science,SQL,Advanced,4.87,26,39398,SQL for Data Science SQL Advanced
10461,Natural Language Processing,NLP,Beginner,4.03,32,143816,Natural Language Processing NLP Beginner
10462,Linear Algebra Course,Linear Algebra,Beginner,4.39,16,299011,Linear Algebra Course Linear Algebra Beginner
10463,Pandas for Data Analysis,Pandas,Intermediate,4.89,29,315273,Pandas for Data Analysis Pandas Intermediate
10464,Machine Learning Intro,Machine Learning,Advanced,4.05,23,269101,Machine Learning Intro Machine Learning Advanced
10465,Data Analysis Course,Data Analysis,Beginner,3.68,40,75962,Data Analysis Course Data Analysis Beginner
10466,Neural Networks,Deep Learning,Intermediate,3.85,38,228805,Neural Networks Deep Learning Intermediate
10467,Machine Learning Intro,Machine Learning,Advanced,4.27,21,277012,Machine Learning Intro Machine Learning Advanced
10468,ML Algorithms,Machine Learning,Beginner,4.73,24,490823,ML Algorithms Machine Learning Beginner
10469,TensorFlow Crash Course,TensorFlow,Intermediate,4.25,36,157017,TensorFlow Crash Course TensorFlow Intermediate
10470,Python for Data Science,Python,Intermediate,4.19,8,245968,Python for Data Science Python Intermediate
10471,SQL for Data Science,SQL,Intermediate,3.62,30,111481,SQL for Data Science SQL Intermediate
10472,Data Analysis Course,Data Analysis,Advanced,3.83,33,444693,Data Analysis Course Data Analysis Advanced
10473,Advanced Python,Python,Advanced,4.47,12,385882,Advanced Python Python Advanced
10474,Computer Vision Basics,Computer Vision,Beginner,4.24,13,83326,Computer Vision Basics Computer Vision Beginner
10475,Linear Algebra Course,Linear Algebra,Intermediate,4.53,26,133845,Linear Algebra Course Linear Algebra Intermediate
10476,Pandas for Data Analysis,Pandas,Beginner,4.02,28,381803,Pandas for Data Analysis Pandas Beginner
10477,Natural Language Processing,NLP,Advanced,4.02,36,50011,Natural Language Processing NLP Advanced
10478,Data Visualization with Python,Data Visualization,Advanced,3.99,38,492397,Data Visualization with Python Data Visualization Advanced
10479,Pandas for Data Analysis,Pandas,Advanced,4.77,17,131834,Pandas for Data Analysis Pandas Advanced
10480,Probability Course,Probability,Beginner,4.7,19,202955,Probability Course Probability Beginner
10481,Neural Networks,Deep Learning,Beginner,4.06,4,62874,Neural Networks Deep Learning Beginner
10482,PyTorch for Deep Learning,PyTorch,Beginner,4.83,7,36597,PyTorch for Deep Learning PyTorch Beginner
10483,Statistics for Data Science,Statistics,Advanced,4.8,20,67839,Statistics for Data Science Statistics Advanced
10484,PyTorch for Deep Learning,PyTorch,Beginner,4.28,34,112717,PyTorch for Deep Learning PyTorch Beginner
10485,SQL for Data Science,SQL,Beginner,4.53,35,244682,SQL for Data Science SQL Beginner
10486,Linear Algebra Course,Linear Algebra,Intermediate,4.17,34,88952,Linear Algebra Course Linear Algebra Intermediate
10487,Probability Course,Probability,Intermediate,3.63,37,471775,Probability Course Probability Intermediate
10488,Python Basics,Python,Intermediate,4.58,28,400869,Python Basics Python Intermediate
10489,TensorFlow Crash Course,TensorFlow,Intermediate,3.93,22,432678,TensorFlow Crash Course TensorFlow Intermediate
10490,Deep Learning Fundamentals,Deep Learning,Beginner,4.37,23,63201,Deep Learning Fundamentals Deep Learning Beginner
10491,Numpy Fundamentals,Numpy,Beginner,3.61,37,410577,Numpy Fundamentals Numpy Beginner
10492,SQL for Data Science,SQL,Beginner,4.59,20,169137,SQL for Data Science SQL Beginner
10493,Pandas for Data Analysis,Pandas,Advanced,4.47,14,2951,Pandas for Data Analysis Pandas Advanced
10494,Computer Vision Basics,Computer Vision,Advanced,4.53,5,201867,Computer Vision Basics Computer Vision Advanced
10495,Linear Algebra Course,Linear Algebra,Intermediate,4.11,9,179880,Linear Algebra Course Linear Algebra Intermediate
10496,Data Visualization with Python,Data Visualization,Beginner,4.58,36,469636,Data Visualization with Python Data Visualization Beginner
10497,Python for Data Science,Python,Advanced,4.92,36,413974,Python for Data Science Python Advanced
10498,Data Visualization with Python,Data Visualization,Intermediate,4.79,3,68152,Data Visualization with Python Data Visualization Intermediate
10499,PyTorch for Deep Learning,PyTorch,Advanced,4.61,23,386150,PyTorch for Deep Learning PyTorch Advanced
10500,Data Analysis Course,Data Analysis,Intermediate,4.39,29,258320,Data Analysis Course Data Analysis Intermediate
10501,PyTorch for Deep Learning,PyTorch,Intermediate,4.46,31,189381,PyTorch for Deep Learning PyTorch Intermediate
10502,SQL for Data Science,SQL,Advanced,3.95,29,163394,SQL for Data Science SQL Advanced
10503,Probability Course,Probability,Beginner,4.81,19,174537,Probability Course Probability Beginner
10504,PyTorch for Deep Learning,PyTorch,Beginner,4.13,16,455618,PyTorch for Deep Learning PyTorch Beginner
10505,Advanced Python,Python,Beginner,4.62,30,475764,Advanced Python Python Beginner
10506,Neural Networks,Deep Learning,Beginner,4.38,12,49980,Neural Networks Deep Learning Beginner
10507,TensorFlow Crash Course,TensorFlow,Beginner,4.49,4,298748,TensorFlow Crash Course TensorFlow Beginner
10508,Pandas for Data Analysis,Pandas,Beginner,4.67,28,420580,Pandas for Data Analysis Pandas Beginner
10509,Data Visualization with Python,Data Visualization,Intermediate,4.69,40,215271,Data Visualization with Python Data Visualization Intermediate
10510,Neural Networks,Deep Learning,Advanced,4.25,39,459575,Neural Networks Deep Learning Advanced
10511,ML Algorithms,Machine Learning,Intermediate,4.7,7,84338,ML Algorithms Machine Learning Intermediate
10512,PyTorch for Deep Learning,PyTorch,Beginner,4.08,23,142350,PyTorch for Deep Learning PyTorch Beginner
10513,PyTorch for Deep Learning,PyTorch,Beginner,4.42,34,213667,PyTorch for Deep Learning PyTorch Beginner
10514,Natural Language Processing,NLP,Advanced,3.65,27,58952,Natural Language Processing NLP Advanced
10515,Pandas for Data Analysis,Pandas,Advanced,3.53,14,94646,Pandas for Data Analysis Pandas Advanced
10516,ML Algorithms,Machine Learning,Advanced,4.94,19,307849,ML Algorithms Machine Learning Advanced
10517,Data Visualization with Python,Data Visualization,Intermediate,3.82,32,220564,Data Visualization with Python Data Visualization Intermediate
10518,PyTorch for Deep Learning,PyTorch,Intermediate,4.11,39,467066,PyTorch for Deep Learning PyTorch Intermediate
10519,SQL for Data Science,SQL,Advanced,3.87,17,302137,SQL for Data Science SQL Advanced
10520,Data Analysis Course,Data Analysis,Intermediate,4.2,38,491825,Data Analysis Course Data Analysis Intermediate
10521,Pandas for Data Analysis,Pandas,Intermediate,4.42,8,479692,Pandas for Data Analysis Pandas Intermediate
10522,SQL for Data Science,SQL,Beginner,4.59,8,105289,SQL for Data Science SQL Beginner
10523,Deep Learning Fundamentals,Deep Learning,Beginner,4.39,17,480720,Deep Learning Fundamentals Deep Learning Beginner
10524,Linear Algebra Course,Linear Algebra,Beginner,4.04,5,485715,Linear Algebra Course Linear Algebra Beginner
10525,TensorFlow Crash Course,TensorFlow,Intermediate,3.71,18,410887,TensorFlow Crash Course TensorFlow Intermediate
10526,Data Analysis Course,Data Analysis,Intermediate,4.1,28,477856,Data Analysis Course Data Analysis Intermediate
10527,TensorFlow Crash Course,TensorFlow,Intermediate,3.88,26,364701,TensorFlow Crash Course TensorFlow Intermediate
10528,PyTorch for Deep Learning,PyTorch,Intermediate,3.7,25,113570,PyTorch for Deep Learning PyTorch Intermediate
10529,Linear Algebra Course,Linear Algebra,Intermediate,3.55,2,228291,Linear Algebra Course Linear Algebra Intermediate
10530,Python for Data Science,Python,Beginner,4.04,17,79228,Python for Data Science Python Beginner
10531,ML Algorithms,Machine Learning,Advanced,4.23,30,30477,ML Algorithms Machine Learning Advanced
10532,PyTorch for Deep Learning,PyTorch,Intermediate,4.29,12,242178,PyTorch for Deep Learning PyTorch Intermediate
10533,Neural Networks,Deep Learning,Intermediate,3.89,24,94284,Neural Networks Deep Learning Intermediate
10534,Python for Data Science,Python,Beginner,4.31,21,294594,Python for Data Science Python Beginner
10535,Computer Vision Basics,Computer Vision,Intermediate,4.85,33,370597,Computer Vision Basics Computer Vision Intermediate
10536,Natural Language Processing,NLP,Advanced,4.11,8,43420,Natural Language Processing NLP Advanced
10537,Deep Learning Fundamentals,Deep Learning,Advanced,4.78,2,332305,Deep Learning Fundamentals Deep Learning Advanced
10538,Computer Vision Basics,Computer Vision,Advanced,4.52,18,384444,Computer Vision Basics Computer Vision Advanced
10539,ML Algorithms,Machine Learning,Beginner,4.03,36,375257,ML Algorithms Machine Learning Beginner
10540,Probability Course,Probability,Intermediate,4.68,23,234674,Probability Course Probability Intermediate
10541,Data Analysis Course,Data Analysis,Beginner,4.21,32,89037,Data Analysis Course Data Analysis Beginner
10542,Python for Data Science,Python,Beginner,4.82,22,122071,Python for Data Science Python Beginner
10543,Numpy Fundamentals,Numpy,Beginner,3.68,38,117487,Numpy Fundamentals Numpy Beginner
10544,Data Visualization with Python,Data Visualization,Intermediate,4.96,9,37837,Data Visualization with Python Data Visualization Intermediate
10545,SQL for Data Science,SQL,Advanced,4.87,17,343557,SQL for Data Science SQL Advanced
10546,Natural Language Processing,NLP,Beginner,4.46,5,221955,Natural Language Processing NLP Beginner
10547,ML Algorithms,Machine Learning,Intermediate,4.51,8,400423,ML Algorithms Machine Learning Intermediate
10548,SQL for Data Science,SQL,Beginner,4.76,34,109973,SQL for Data Science SQL Beginner
10549,Statistics for Data Science,Statistics,Advanced,4.72,27,318013,Statistics for Data Science Statistics Advanced
10550,TensorFlow Crash Course,TensorFlow,Beginner,4.23,5,213920,TensorFlow Crash Course TensorFlow Beginner
10551,Data Analysis Course,Data Analysis,Intermediate,4.81,40,237043,Data Analysis Course Data Analysis Intermediate
10552,Neural Networks,Deep Learning,Advanced,4.58,10,380767,Neural Networks Deep Learning Advanced
10553,PyTorch for Deep Learning,PyTorch,Advanced,3.94,2,37729,PyTorch for Deep Learning PyTorch Advanced
10554,Pandas for Data Analysis,Pandas,Intermediate,3.68,3,30616,Pandas for Data Analysis Pandas Intermediate
10555,Pandas for Data Analysis,Pandas,Advanced,3.54,3,465044,Pandas for Data Analysis Pandas Advanced
10556,Probability Course,Probability,Intermediate,4.45,32,129741,Probability Course Probability Intermediate
10557,Computer Vision Basics,Computer Vision,Intermediate,4.35,39,150529,Computer Vision Basics Computer Vision Intermediate
10558,Python for Data Science,Python,Intermediate,3.8,23,325161,Python for Data Science Python Intermediate
10559,Computer Vision Basics,Computer Vision,Intermediate,4.35,38,162961,Computer Vision Basics Computer Vision Intermediate
10560,SQL for Data Science,SQL,Intermediate,4.54,19,257800,SQL for Data Science SQL Intermediate
10561,PyTorch for Deep Learning,PyTorch,Intermediate,4.48,2,105328,PyTorch for Deep Learning PyTorch Intermediate
10562,Numpy Fundamentals,Numpy,Beginner,3.51,11,91894,Numpy Fundamentals Numpy Beginner
10563,TensorFlow Crash Course,TensorFlow,Advanced,3.85,16,367849,TensorFlow Crash Course TensorFlow Advanced
10564,Data Analysis Course,Data Analysis,Intermediate,3.89,38,214837,Data Analysis Course Data Analysis Intermediate
10565,Probability Course,Probability,Advanced,3.95,26,101678,Probability Course Probability Advanced
10566,Data Visualization with Python,Data Visualization,Advanced,4.53,39,127651,Data Visualization with Python Data Visualization Advanced
10567,Machine Learning Intro,Machine Learning,Intermediate,4.32,2,325592,Machine Learning Intro Machine Learning Intermediate
10568,Data Visualization with Python,Data Visualization,Intermediate,4.53,9,54192,Data Visualization with Python Data Visualization Intermediate
10569,Neural Networks,Deep Learning,Advanced,4.63,24,7466,Neural Networks Deep Learning Advanced
10570,Numpy Fundamentals,Numpy,Beginner,4.96,16,161834,Numpy Fundamentals Numpy Beginner
10571,Data Visualization with Python,Data Visualization,Advanced,4.03,32,135981,Data Visualization with Python Data Visualization Advanced
10572,Machine Learning Intro,Machine Learning,Beginner,3.65,17,1764,Machine Learning Intro Machine Learning Beginner
10573,Data Analysis Course,Data Analysis,Intermediate,4.99,35,22934,Data Analysis Course Data Analysis Intermediate
10574,Deep Learning Fundamentals,Deep Learning,Beginner,4.23,30,453773,Deep Learning Fundamentals Deep Learning Beginner
10575,TensorFlow Crash Course,TensorFlow,Advanced,3.81,12,8848,TensorFlow Crash Course TensorFlow Advanced
10576,Probability Course,Probability,Beginner,4.36,21,308822,Probability Course Probability Beginner
10577,Deep Learning Fundamentals,Deep Learning,Advanced,4.95,38,107489,Deep Learning Fundamentals Deep Learning Advanced
10578,Statistics for Data Science,Statistics,Advanced,4.15,17,58642,Statistics for Data Science Statistics Advanced
10579,Data Visualization with Python,Data Visualization,Intermediate,3.85,20,211636,Data Visualization with Python Data Visualization Intermediate
10580,SQL for Data Science,SQL,Advanced,4.35,35,50637,SQL for Data Science SQL Advanced
10581,Statistics for Data Science,Statistics,Advanced,4.8,20,263409,Statistics for Data Science Statistics Advanced
10582,Data Visualization with Python,Data Visualization,Advanced,4.16,7,57871,Data Visualization with Python Data Visualization Advanced
10583,Computer Vision Basics,Computer Vision,Intermediate,3.8,20,182460,Computer Vision Basics Computer Vision Intermediate
10584,Computer Vision Basics,Computer Vision,Beginner,4.77,4,15704,Computer Vision Basics Computer Vision Beginner
10585,Data Visualization with Python,Data Visualization,Advanced,3.66,17,343498,Data Visualization with Python Data Visualization Advanced
10586,Machine Learning Intro,Machine Learning,Advanced,4.96,9,195074,Machine Learning Intro Machine Learning Advanced
10587,Probability Course,Probability,Beginner,4.41,34,138618,Probability Course Probability Beginner
10588,Natural Language Processing,NLP,Intermediate,4.45,25,2268,Natural Language Processing NLP Intermediate
10589,Linear Algebra Course,Linear Algebra,Advanced,3.8,29,190299,Linear Algebra Course Linear Algebra Advanced
10590,Advanced Python,Python,Intermediate,4.93,23,333239,Advanced Python Python Intermediate
10591,PyTorch for Deep Learning,PyTorch,Beginner,4.54,16,328439,PyTorch for Deep Learning PyTorch Beginner
10592,Data Visualization with Python,Data Visualization,Advanced,3.72,18,397294,Data Visualization with Python Data Visualization Advanced
10593,Numpy Fundamentals,Numpy,Beginner,3.52,3,283480,Numpy Fundamentals Numpy Beginner
10594,Probability Course,Probability,Advanced,4.77,38,275417,Probability Course Probability Advanced
10595,Numpy Fundamentals,Numpy,Beginner,3.91,6,417793,Numpy Fundamentals Numpy Beginner
10596,Deep Learning Fundamentals,Deep Learning,Intermediate,3.69,18,75300,Deep Learning Fundamentals Deep Learning Intermediate
10597,Deep Learning Fundamentals,Deep Learning,Advanced,3.87,38,302875,Deep Learning Fundamentals Deep Learning Advanced
10598,Machine Learning Intro,Machine Learning,Beginner,4.56,34,288145,Machine Learning Intro Machine Learning Beginner
10599,ML Algorithms,Machine Learning,Advanced,4.1,27,487764,ML Algorithms Machine Learning Advanced
10600,Python Basics,Python,Advanced,4.75,3,269022,Python Basics Python Advanced
10601,Machine Learning Intro,Machine Learning,Beginner,4.9,36,117470,Machine Learning Intro Machine Learning Beginner
10602,Neural Networks,Deep Learning,Advanced,4.89,2,86991,Neural Networks Deep Learning Advanced
10603,Python for Data Science,Python,Beginner,4.14,28,449367,Python for Data Science Python Beginner
10604,Numpy Fundamentals,Numpy,Advanced,4.36,35,477873,Numpy Fundamentals Numpy Advanced
10605,Python Basics,Python,Intermediate,4.33,34,448658,Python Basics Python Intermediate
10606,Data Visualization with Python,Data Visualization,Intermediate,3.79,16,63265,Data Visualization with Python Data Visualization Intermediate
10607,Pandas for Data Analysis,Pandas,Advanced,4.56,12,200024,Pandas for Data Analysis Pandas Advanced
10608,Linear Algebra Course,Linear Algebra,Advanced,4.91,11,66882,Linear Algebra Course Linear Algebra Advanced
10609,Data Visualization with Python,Data Visualization,Intermediate,4.13,29,73817,Data Visualization with Python Data Visualization Intermediate
10610,Pandas for Data Analysis,Pandas,Intermediate,4.88,8,295204,Pandas for Data Analysis Pandas Intermediate
10611,Linear Algebra Course,Linear Algebra,Advanced,4.97,38,160935,Linear Algebra Course Linear Algebra Advanced
10612,Numpy Fundamentals,Numpy,Beginner,4.55,25,369150,Numpy Fundamentals Numpy Beginner
10613,TensorFlow Crash Course,TensorFlow,Advanced,3.62,36,102891,TensorFlow Crash Course TensorFlow Advanced
10614,ML Algorithms,Machine Learning,Advanced,3.77,20,301159,ML Algorithms Machine Learning Advanced
10615,Statistics for Data Science,Statistics,Intermediate,3.75,5,413722,Statistics for Data Science Statistics Intermediate
10616,Numpy Fundamentals,Numpy,Beginner,4.69,31,46064,Numpy Fundamentals Numpy Beginner
10617,Statistics for Data Science,Statistics,Intermediate,3.78,10,77186,Statistics for Data Science Statistics Intermediate
10618,TensorFlow Crash Course,TensorFlow,Intermediate,3.6,2,127276,TensorFlow Crash Course TensorFlow Intermediate
10619,Linear Algebra Course,Linear Algebra,Advanced,3.66,31,165670,Linear Algebra Course Linear Algebra Advanced
10620,Numpy Fundamentals,Numpy,Advanced,3.8,8,432623,Numpy Fundamentals Numpy Advanced
10621,Computer Vision Basics,Computer Vision,Beginner,4.94,24,377251,Computer Vision Basics Computer Vision Beginner
10622,Linear Algebra Course,Linear Algebra,Advanced,4.81,28,301602,Linear Algebra Course Linear Algebra Advanced
10623,TensorFlow Crash Course,TensorFlow,Advanced,3.68,33,315956,TensorFlow Crash Course TensorFlow Advanced
10624,Advanced Python,Python,Advanced,4.74,35,7537,Advanced Python Python Advanced
10625,PyTorch for Deep Learning,PyTorch,Intermediate,4.15,19,47819,PyTorch for Deep Learning PyTorch Intermediate
10626,Data Analysis Course,Data Analysis,Advanced,4.05,40,289164,Data Analysis Course Data Analysis Advanced
10627,SQL for Data Science,SQL,Intermediate,4.99,25,163426,SQL for Data Science SQL Intermediate
10628,Python Basics,Python,Advanced,4.71,12,481288,Python Basics Python Advanced
10629,TensorFlow Crash Course,TensorFlow,Advanced,4.45,4,275460,TensorFlow Crash Course TensorFlow Advanced
10630,Numpy Fundamentals,Numpy,Intermediate,4.79,14,175000,Numpy Fundamentals Numpy Intermediate
10631,Linear Algebra Course,Linear Algebra,Beginner,4.46,34,142394,Linear Algebra Course Linear Algebra Beginner
10632,Data Visualization with Python,Data Visualization,Advanced,3.97,2,333660,Data Visualization with Python Data Visualization Advanced
10633,PyTorch for Deep Learning,PyTorch,Advanced,4.53,40,196717,PyTorch for Deep Learning PyTorch Advanced
10634,Numpy Fundamentals,Numpy,Beginner,4.65,6,332494,Numpy Fundamentals Numpy Beginner
10635,Linear Algebra Course,Linear Algebra,Beginner,4.79,19,296889,Linear Algebra Course Linear Algebra Beginner
10636,Probability Course,Probability,Beginner,4.23,6,414622,Probability Course Probability Beginner
10637,Deep Learning Fundamentals,Deep Learning,Advanced,3.76,4,412097,Deep Learning Fundamentals Deep Learning Advanced
10638,Data Visualization with Python,Data Visualization,Intermediate,4.81,13,194082,Data Visualization with Python Data Visualization Intermediate
10639,Data Visualization with Python,Data Visualization,Beginner,3.99,37,172752,Data Visualization with Python Data Visualization Beginner
10640,Computer Vision Basics,Computer Vision,Advanced,4.86,2,158547,Computer Vision Basics Computer Vision Advanced
10641,Neural Networks,Deep Learning,Intermediate,4.05,22,148225,Neural Networks Deep Learning Intermediate
10642,Python for Data Science,Python,Advanced,4.8,15,212518,Python for Data Science Python Advanced
10643,Data Visualization with Python,Data Visualization,Advanced,3.71,27,124180,Data Visualization with Python Data Visualization Advanced
10644,SQL for Data Science,SQL,Advanced,4.21,37,186242,SQL for Data Science SQL Advanced
10645,Computer Vision Basics,Computer Vision,Beginner,4.63,3,329232,Computer Vision Basics Computer Vision Beginner
10646,Numpy Fundamentals,Numpy,Advanced,4.53,13,440267,Numpy Fundamentals Numpy Advanced
10647,Python Basics,Python,Intermediate,4.77,28,380291,Python Basics Python Intermediate
10648,TensorFlow Crash Course,TensorFlow,Beginner,3.96,14,281278,TensorFlow Crash Course TensorFlow Beginner
10649,Linear Algebra Course,Linear Algebra,Advanced,3.93,27,291758,Linear Algebra Course Linear Algebra Advanced
10650,Computer Vision Basics,Computer Vision,Intermediate,3.74,16,211169,Computer Vision Basics Computer Vision Intermediate
10651,Data Analysis Course,Data Analysis,Beginner,4.9,23,362865,Data Analysis Course Data Analysis Beginner
10652,Statistics for Data Science,Statistics,Beginner,3.7,35,166407,Statistics for Data Science Statistics Beginner
10653,Linear Algebra Course,Linear Algebra,Advanced,4.79,14,354505,Linear Algebra Course Linear Algebra Advanced
10654,TensorFlow Crash Course,TensorFlow,Beginner,4.59,20,227940,TensorFlow Crash Course TensorFlow Beginner
10655,Pandas for Data Analysis,Pandas,Intermediate,3.86,34,251770,Pandas for Data Analysis Pandas Intermediate
10656,Machine Learning Intro,Machine Learning,Intermediate,3.63,38,223521,Machine Learning Intro Machine Learning Intermediate
10657,Natural Language Processing,NLP,Advanced,3.78,34,317980,Natural Language Processing NLP Advanced
10658,Neural Networks,Deep Learning,Beginner,4.78,19,496729,Neural Networks Deep Learning Beginner
10659,Statistics for Data Science,Statistics,Intermediate,4.69,24,379554,Statistics for Data Science Statistics Intermediate
10660,Numpy Fundamentals,Numpy,Advanced,4.48,23,362219,Numpy Fundamentals Numpy Advanced
10661,SQL for Data Science,SQL,Beginner,3.94,3,420141,SQL for Data Science SQL Beginner
10662,Natural Language Processing,NLP,Advanced,4.27,9,24295,Natural Language Processing NLP Advanced
10663,Probability Course,Probability,Intermediate,4.76,4,479734,Probability Course Probability Intermediate
10664,Natural Language Processing,NLP,Advanced,3.78,35,240958,Natural Language Processing NLP Advanced
10665,Machine Learning Intro,Machine Learning,Beginner,4.97,31,181611,Machine Learning Intro Machine Learning Beginner
10666,Data Analysis Course,Data Analysis,Beginner,4.23,15,395267,Data Analysis Course Data Analysis Beginner
10667,TensorFlow Crash Course,TensorFlow,Advanced,4.06,36,331446,TensorFlow Crash Course TensorFlow Advanced
10668,PyTorch for Deep Learning,PyTorch,Intermediate,4.77,24,406715,PyTorch for Deep Learning PyTorch Intermediate
10669,Probability Course,Probability,Beginner,4.15,15,107190,Probability Course Probability Beginner
10670,Pandas for Data Analysis,Pandas,Intermediate,4.65,10,450838,Pandas for Data Analysis Pandas Intermediate
10671,Data Analysis Course,Data Analysis,Beginner,3.74,15,304135,Data Analysis Course Data Analysis Beginner
10672,Data Analysis Course,Data Analysis,Beginner,3.78,3,61821,Data Analysis Course Data Analysis Beginner
10673,ML Algorithms,Machine Learning,Beginner,4.01,6,261419,ML Algorithms Machine Learning Beginner
10674,PyTorch for Deep Learning,PyTorch,Beginner,4.81,12,7788,PyTorch for Deep Learning PyTorch Beginner
10675,Neural Networks,Deep Learning,Intermediate,4.88,12,266860,Neural Networks Deep Learning Intermediate
10676,Data Analysis Course,Data Analysis,Intermediate,3.86,34,304296,Data Analysis Course Data Analysis Intermediate
10677,Data Analysis Course,Data Analysis,Intermediate,3.68,10,213589,Data Analysis Course Data Analysis Intermediate
10678,Statistics for Data Science,Statistics,Beginner,3.66,28,333036,Statistics for Data Science Statistics Beginner
10679,ML Algorithms,Machine Learning,Intermediate,3.84,38,59712,ML Algorithms Machine Learning Intermediate
10680,TensorFlow Crash Course,TensorFlow,Intermediate,4.9,36,315931,TensorFlow Crash Course TensorFlow Intermediate
10681,Linear Algebra Course,Linear Algebra,Advanced,4.72,18,461732,Linear Algebra Course Linear Algebra Advanced
10682,PyTorch for Deep Learning,PyTorch,Beginner,4.23,11,180836,PyTorch for Deep Learning PyTorch Beginner
10683,Data Visualization with Python,Data Visualization,Beginner,4.35,39,261937,Data Visualization with Python Data Visualization Beginner
10684,TensorFlow Crash Course,TensorFlow,Intermediate,4.15,22,458270,TensorFlow Crash Course TensorFlow Intermediate
10685,SQL for Data Science,SQL,Intermediate,4.57,33,212981,SQL for Data Science SQL Intermediate
10686,Pandas for Data Analysis,Pandas,Intermediate,4.16,22,93515,Pandas for Data Analysis Pandas Intermediate
10687,Numpy Fundamentals,Numpy,Advanced,4.92,16,171456,Numpy Fundamentals Numpy Advanced
10688,Natural Language Processing,NLP,Intermediate,4.81,17,101834,Natural Language Processing NLP Intermediate
10689,Pandas for Data Analysis,Pandas,Beginner,4.04,11,121585,Pandas for Data Analysis Pandas Beginner
10690,Natural Language Processing,NLP,Intermediate,4.7,6,492658,Natural Language Processing NLP Intermediate
10691,Data Visualization with Python,Data Visualization,Advanced,4.17,6,55252,Data Visualization with Python Data Visualization Advanced
10692,Numpy Fundamentals,Numpy,Intermediate,4.71,39,15947,Numpy Fundamentals Numpy Intermediate
10693,Natural Language Processing,NLP,Intermediate,4.47,15,161957,Natural Language Processing NLP Intermediate
10694,Probability Course,Probability,Intermediate,3.72,13,312459,Probability Course Probability Intermediate
10695,Natural Language Processing,NLP,Advanced,4.34,34,382787,Natural Language Processing NLP Advanced
10696,Linear Algebra Course,Linear Algebra,Intermediate,4.88,33,340541,Linear Algebra Course Linear Algebra Intermediate
10697,Data Visualization with Python,Data Visualization,Intermediate,4.74,8,288800,Data Visualization with Python Data Visualization Intermediate
10698,Probability Course,Probability,Intermediate,4.13,31,291456,Probability Course Probability Intermediate
10699,Machine Learning Intro,Machine Learning,Intermediate,3.66,29,335421,Machine Learning Intro Machine Learning Intermediate
10700,Neural Networks,Deep Learning,Advanced,4.53,17,240954,Neural Networks Deep Learning Advanced
10701,Statistics for Data Science,Statistics,Intermediate,4.22,19,18610,Statistics for Data Science Statistics Intermediate
10702,PyTorch for Deep Learning,PyTorch,Advanced,4.61,9,209894,PyTorch for Deep Learning PyTorch Advanced
10703,Data Visualization with Python,Data Visualization,Beginner,4.35,2,11053,Data Visualization with Python Data Visualization Beginner
10704,Probability Course,Probability,Beginner,3.64,21,494540,Probability Course Probability Beginner
10705,Python for Data Science,Python,Intermediate,3.64,26,445489,Python for Data Science Python Intermediate
10706,Probability Course,Probability,Intermediate,3.82,31,248400,Probability Course Probability Intermediate
10707,PyTorch for Deep Learning,PyTorch,Beginner,3.71,8,408261,PyTorch for Deep Learning PyTorch Beginner
10708,Probability Course,Probability,Intermediate,4.63,25,148630,Probability Course Probability Intermediate
10709,Statistics for Data Science,Statistics,Intermediate,4.37,34,417303,Statistics for Data Science Statistics Intermediate
10710,Statistics for Data Science,Statistics,Intermediate,3.6,40,482782,Statistics for Data Science Statistics Intermediate
10711,Natural Language Processing,NLP,Intermediate,4.43,20,61476,Natural Language Processing NLP Intermediate
