user_id,skills,goal,course,completion
5732,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,data_cleaning,1
5733,"html,css,responsive_design",web_developer,javascript,0
5734,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,cnn,1
5735,"html,css,responsive_design,javascript,dom_manipulation",web_developer,sql,0
5736,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5737,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql",web_developer,database_design,1
5738,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,mlops,0
5739,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,docker,1
5740,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,rest_api,1
5741,python_basics,ai_engineer,data_structures,1
5742,"html,css,responsive_design,javascript",web_developer,sql,0
5743,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5744,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql",web_developer,database_design,1
5745,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5746,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,deep_learning,0
5747,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5748,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5749,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5750,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5751,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5752,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,llm_engineering,0
5753,"python_basics,python_oop,numpy",data_scientist,pandas,1
5754,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5755,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,mlops,0
5756,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5757,python_basics,data_scientist,python_oop,1
5758,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,authentication,0
5759,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,backend_basics,0
5760,"python_basics,data_structures",ai_engineer,algorithms,1
5761,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5762,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,numpy,0
5763,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5764,"python_basics,python_oop",data_scientist,machine_learning,0
5765,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,linear_algebra,1
5766,"python_basics,data_structures",ai_engineer,probability,0
5767,python_basics,data_scientist,probability,0
5768,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,docker,0
5769,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5770,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,numpy,0
5771,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,rest_api,0
5772,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,cnn,1
5773,"python_basics,data_structures",ai_engineer,algorithms,1
5774,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,rest_api,1
5775,"python_basics,python_oop",data_scientist,numpy,1
5776,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,dom_manipulation,0
5777,"html,css",web_developer,responsive_design,1
5778,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5779,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5780,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5781,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,1
5782,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5783,"html,css",web_developer,responsive_design,1
5784,html,web_developer,sql,0
5785,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,cnn,1
5786,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
5787,python_basics,data_scientist,python_basics,0
5788,"python_basics,data_structures",ai_engineer,algorithms,1
5789,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5790,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5791,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,transformers,0
5792,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,docker,1
5793,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,1
5794,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering",data_scientist,model_evaluation,1
5795,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,1
5796,"html,css,responsive_design",web_developer,javascript,1
5797,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design",web_developer,deployment,1
5798,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5799,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,deep_learning,0
5800,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
5801,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,probability,1
5802,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn",ai_engineer,computer_vision,1
5803,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,machine_learning,1
5804,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5805,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
5806,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,linear_algebra,0
5807,"html,css,responsive_design,javascript,dom_manipulation,react,state_management",web_developer,backend_basics,1
5808,"python_basics,data_structures,algorithms,linear_algebra,probability",ai_engineer,machine_learning,1
5809,"python_basics,python_oop,numpy",data_scientist,pandas,1
5810,"python_basics,data_structures,algorithms",ai_engineer,transformers,0
5811,python_basics,ai_engineer,data_structures,1
5812,"python_basics,data_structures",ai_engineer,algorithms,1
5813,"python_basics,python_oop,numpy",data_scientist,pandas,0
5814,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5815,"python_basics,python_oop,numpy",data_scientist,machine_learning,0
5816,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5817,"python_basics,python_oop,numpy",data_scientist,pandas,1
5818,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,model_deployment,1
5819,"html,css,responsive_design",web_developer,javascript,1
5820,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5821,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design",web_developer,deployment,1
5822,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5823,"html,css,responsive_design",web_developer,javascript,1
5824,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,probability,0
5825,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5826,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5827,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5828,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,1
5829,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,cnn,1
5830,html,web_developer,css,1
5831,"html,css,responsive_design,javascript,dom_manipulation,react,state_management",web_developer,backend_basics,1
5832,"python_basics,data_structures",ai_engineer,algorithms,1
5833,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,linear_algebra,1
5834,"python_basics,data_structures,algorithms,linear_algebra,probability",ai_engineer,machine_learning,1
5835,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5836,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5837,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5838,"python_basics,python_oop",data_scientist,numpy,1
5839,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
5840,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,python_basics,0
5841,"python_basics,data_structures,algorithms",ai_engineer,llm_engineering,0
5842,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,data_cleaning,1
5843,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,rest_api,1
5844,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,data_cleaning,1
5845,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5846,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,linear_algebra,0
5847,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5848,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,deep_learning,0
5849,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,docker,1
5850,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
5851,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5852,"html,css",web_developer,responsive_design,1
5853,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,rest_api,1
5854,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5855,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5856,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5857,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,html,0
5858,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5859,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,model_evaluation,0
5860,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,python_oop,0
5861,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,cnn,0
5862,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,backend_basics,0
5863,"python_basics,python_oop,numpy",data_scientist,pandas,1
5864,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5865,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,python_basics,0
5866,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5867,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,rest_api,1
5868,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering",data_scientist,mlops,0
5869,html,web_developer,css,1
5870,"python_basics,python_oop",data_scientist,numpy,1
5871,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5872,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5873,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5874,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5875,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5876,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5877,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5878,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,machine_learning,0
5879,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,1
5880,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5881,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design",web_developer,html,0
5882,"html,css,responsive_design,javascript",web_developer,docker,0
5883,"python_basics,python_oop,numpy",data_scientist,pandas,1
5884,python_basics,ai_engineer,data_structures,1
5885,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,deployment,0
5886,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,0
5887,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn",ai_engineer,transformers,0
5888,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering",data_scientist,model_evaluation,1
5889,"python_basics,python_oop,numpy",data_scientist,pandas,1
5890,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5891,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5892,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5893,html,web_developer,responsive_design,0
5894,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,model_deployment,1
5895,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,probability,1
5896,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering",data_scientist,model_evaluation,1
5897,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,mlops,0
5898,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5899,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,linear_algebra,1
5900,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,responsive_design,0
5901,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,sql,0
5902,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,docker,1
5903,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5904,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,mlops,1
5905,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,machine_learning,1
5906,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,machine_learning,1
5907,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,model_deployment,1
5908,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,pandas,0
5909,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5910,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,probability,1
5911,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,linear_algebra,0
5912,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5913,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5914,"html,css",web_developer,responsive_design,1
5915,html,web_developer,css,1
5916,html,web_developer,responsive_design,0
5917,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,cnn,0
5918,"python_basics,data_structures,algorithms,linear_algebra,probability",ai_engineer,python_basics,0
5919,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5920,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5921,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,1
5922,"html,css,responsive_design",web_developer,javascript,1
5923,python_basics,ai_engineer,data_structures,1
5924,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,deep_learning,0
5925,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,data_visualization,0
5926,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,data_cleaning,1
5927,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5928,"python_basics,python_oop,numpy,pandas",data_scientist,statistics,1
5929,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,python_basics,0
5930,html,web_developer,css,1
5931,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,docker,1
5932,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision",ai_engineer,nlp,1
5933,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5934,python_basics,ai_engineer,data_structures,1
5935,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5936,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,linear_algebra,1
5937,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision",ai_engineer,nlp,1
5938,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,sql,0
5939,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,1
5940,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql,database_design,deployment",web_developer,dom_manipulation,0
5941,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5942,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation,deep_learning",data_scientist,mlops,1
5943,"html,css,responsive_design",web_developer,state_management,0
5944,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision",ai_engineer,nlp,1
5945,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,1
5946,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,python_oop,0
5947,"python_basics,python_oop",data_scientist,numpy,1
5948,"python_basics,data_structures,algorithms,linear_algebra",ai_engineer,probability,1
5949,"python_basics,python_oop,numpy",data_scientist,pandas,1
5950,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5951,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,pandas,0
5952,python_basics,ai_engineer,data_structures,1
5953,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5954,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5955,"html,css,responsive_design,javascript,dom_manipulation,react,state_management",web_developer,deployment,0
5956,python_basics,ai_engineer,data_structures,1
5957,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning",ai_engineer,cnn,1
5958,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,machine_learning,1
5959,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql",web_developer,database_design,1
5960,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5961,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5962,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,1
5963,"python_basics,python_oop",data_scientist,numpy,1
5964,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api",web_developer,authentication,1
5965,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5966,"python_basics,python_oop,numpy,pandas,statistics",data_scientist,probability,1
5967,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision",ai_engineer,mlops,0
5968,python_basics,ai_engineer,model_deployment,0
5969,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5970,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp",ai_engineer,transformers,1
5971,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,data_cleaning,1
5972,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,1
5973,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,authentication,0
5974,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering",ai_engineer,model_deployment,1
5975,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5976,"python_basics,python_oop",data_scientist,numpy,1
5977,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn",ai_engineer,computer_vision,1
5978,"python_basics,data_structures,algorithms",ai_engineer,linear_algebra,1
5979,"html,css,responsive_design,javascript,dom_manipulation,react,state_management",web_developer,backend_basics,1
5980,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,docker,0
5981,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication,sql",web_developer,sql,0
5982,"html,css,responsive_design,javascript",web_developer,dom_manipulation,1
5983,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,state_management,1
5984,html,web_developer,sql,0
5985,"html,css,responsive_design,javascript,dom_manipulation",web_developer,react,1
5986,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn",ai_engineer,deep_learning,0
5987,"python_basics,python_oop,numpy",data_scientist,pandas,1
5988,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning",data_scientist,data_visualization,1
5989,python_basics,ai_engineer,data_structures,1
5990,"python_basics,python_oop,numpy",data_scientist,pandas,1
5991,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers,llm_engineering,model_deployment",ai_engineer,cnn,0
5992,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
5993,"html,css,responsive_design,javascript,dom_manipulation,react",web_developer,responsive_design,0
5994,python_basics,data_scientist,machine_learning,0
5995,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics",web_developer,docker,0
5996,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning",ai_engineer,deep_learning,0
5997,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning,feature_engineering,model_evaluation",data_scientist,deep_learning,1
5998,"html,css,responsive_design,javascript,dom_manipulation,react,state_management,backend_basics,rest_api,authentication",web_developer,sql,0
5999,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,machine_learning,1
6000,"python_basics,data_structures",ai_engineer,algorithms,1
6001,"python_basics,python_oop,numpy,pandas,statistics,probability",data_scientist,linear_algebra,1
6002,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization,machine_learning",data_scientist,feature_engineering,1
6003,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn,computer_vision,nlp,transformers",ai_engineer,llm_engineering,1
6004,"html,css,responsive_design",web_developer,rest_api,0
6005,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra,data_cleaning,data_visualization",data_scientist,probability,0
6006,"python_basics,python_oop,numpy,pandas,statistics,probability,linear_algebra",data_scientist,feature_engineering,0
6007,"html,css,responsive_design,javascript,dom_manipulation,react,state_management",web_developer,backend_basics,1
6008,"python_basics,data_structures,algorithms,linear_algebra,probability,machine_learning,deep_learning,cnn",ai_engineer,deep_learning,0
6009,python_basics,data_scientist,mlops,0
